"YEAR","GEOID","NAME","chi_pov_stat_det","chi_below_pov","chi_above_pov"
2010,"25025101101","Census Tract 1011.01",1128,265,863
2010,"25025101102","Census Tract 1011.02",1187,653,534
2010,"25025110104","Census Tract 1101.04",504,251,253
2010,"25025110105","Census Tract 1101.05",437,227,210
2010,"25025110106","Census Tract 1101.06",299,155,144
2010,"25025110201","Census Tract 1102.01",416,114,302
2010,"25025110301","Census Tract 1103.01",515,0,515
2010,"25025110401","Census Tract 1104.01",735,80,655
2010,"25025110403","Census Tract 1104.03",902,67,835
2010,"25025110501","Census Tract 1105.01",755,87,668
2010,"25025110502","Census Tract 1105.02",698,166,532
2010,"25025110601","Census Tract 1106.01",414,9,405
2010,"25025110607","Census Tract 1106.07",817,42,775
2010,"25025120103","Census Tract 1201.03",240,0,240
2010,"25025120104","Census Tract 1201.04",362,97,265
2010,"25025120105","Census Tract 1201.05",341,0,341
2010,"25025120201","Census Tract 1202.01",534,136,398
2010,"25025120301","Census Tract 1203.01",772,73,699
2010,"25025120400","Census Tract 1204",535,88,447
2010,"25025120500","Census Tract 1205",617,236,381
2010,"25025120600","Census Tract 1206",308,0,308
2010,"25025120700","Census Tract 1207",158,22,136
2010,"25025130101","Census Tract 1301.01",955,0,955
2010,"25025130200","Census Tract 1302",884,34,850
2010,"25025130300","Census Tract 1303",953,0,953
2010,"25025130402","Census Tract 1304.02",714,0,714
2010,"25025130404","Census Tract 1304.04",524,28,496
2010,"25025130406","Census Tract 1304.06",1442,314,1128
2010,"25025140102","Census Tract 1401.02",1183,157,1026
2010,"25025140105","Census Tract 1401.05",949,85,864
2010,"25025140106","Census Tract 1401.06",760,230,530
2010,"25025140107","Census Tract 1401.07",446,41,405
2010,"25025140201","Census Tract 1402.01",392,64,328
2010,"25025140202","Census Tract 1402.02",1255,244,1011
2010,"25025140300","Census Tract 1403",1322,320,1002
2010,"25025140400","Census Tract 1404",1783,238,1545
2010,"25025980300","Census Tract 9803",,0,0
2010,"25025980700","Census Tract 9807",,,
2010,"25025980900","Census Tract 9809",,,
2010,"25025981000","Census Tract 9810",,,
2010,"25025981100","Census Tract 9811",,0,0
2010,"25025981201","Census Tract 9812.01",,,
2010,"25025981202","Census Tract 9812.02",,,
2010,"25025981300","Census Tract 9813",,,
2010,"25025981501","Census Tract 9815.01",,,
2010,"25025981502","Census Tract 9815.02",26,0,26
2010,"25025981600","Census Tract 9816",,,
2010,"25025981700","Census Tract 9817",,,
2010,"25025981800","Census Tract 9818",,0,0
2010,"25025981900","Census Tract 9819",,,
