"YEAR","GEOID","lhs","he","sc","bm","NAME"
1990,25025120600,343,397,306,703,"Census Tract 1206"
1990,25025120700,161,306,417,686,"Census Tract 1207"
1990,25025130101,492,1328,768,2018,"Census Tract 1301.01"
1990,25025130200,444,839,798,1498,"Census Tract 1302"
1990,25025130300,303,784,772,1479,"Census Tract 1303"
1990,25025130402,444,1470,836,959,"Census Tract 1304.02"
1990,25025130404,341,734,369,474,"Census Tract 1304.04"
1990,25025130406,580,1251,628,808,"Census Tract 1304.06"
1990,25025140102,532,949,660,578,"Census Tract 1401.02"
1990,25025140105,431,881,501,414,"Census Tract 1401.05"
1990,25025140106,279,570,324,267,"Census Tract 1401.06"
1990,25025140107,317,649,369,305,"Census Tract 1401.07"
1990,25025140201,246,544,321,318,"Census Tract 1402.01"
1990,25025140202,648,1434,847,839,"Census Tract 1402.02"
1990,25025140300,1034,1111,860,653,"Census Tract 1403"
1990,25025140400,1066,1949,1150,802,"Census Tract 1404"
1990,25025980101,,,,,"Census Tract 9801.01"
1990,25025980300,,,,,"Census Tract 9803"
1990,25025980700,,,,,"Census Tract 9807"
1990,25025980900,,,,,"Census Tract 9809"
1990,25025981000,,,,,"Census Tract 9810"
1990,25025981100,,,,,"Census Tract 9811"
1990,25025981201,,,,,"Census Tract 9812.01"
1990,25025981202,,,,,"Census Tract 9812.02"
1990,25025981300,,,,,"Census Tract 9813"
1990,25025981501,,,,,"Census Tract 9815.01"
1990,25025981502,,,,,"Census Tract 9815.02"
1990,25025981600,,,,,"Census Tract 9816"
1990,25025981700,,,,,"Census Tract 9817"
1990,25025981800,,,,,"Census Tract 9818"
1990,25025981900,,,,,"Census Tract 9819"
2000,25025000101,226,316,188,507,"Census Tract 1.01"
2000,25025000102,277,387,230,621,"Census Tract 1.02"
2000,25025000201,270,538,651,1312,"Census Tract 2.01"
2000,25025000202,517,656,484,1051,"Census Tract 2.02"
2000,25025000301,277,514,408,966,"Census Tract 3.01"
2000,25025000302,231,360,381,1311,"Census Tract 3.02"
2000,25025000401,490,567,674,2290,"Census Tract 4.01"
2000,25025000402,249,298,369,1398,"Census Tract 4.02"
2000,25025000502,50,239,224,1548,"Census Tract 5.02"
2000,25025000503,79,147,198,1196,"Census Tract 5.03"
2000,25025000505,62,116,156,940,"Census Tract 5.05"
2000,25025000506,85,158,212,1278,"Census Tract 5.06"
2000,25025000601,316,550,399,1140,"Census Tract 6.01"
2000,25025000603,349,327,162,502,"Census Tract 6.03"
2000,25025000604,420,394,195,604,"Census Tract 6.04"
2000,25025000701,282,303,321,1727,"Census Tract 7.01"
2000,25025000703,152,144,151,746,"Census Tract 7.03"
2000,25025000704,304,287,303,1492,"Census Tract 7.04"
2000,25025000804,422,422,226,696,"Census Tract 8.04"
2000,25025000805,526,526,281,867,"Census Tract 8.05"
2000,25025000806,100,62,84,459,"Census Tract 8.06"
2000,25025000807,99,62,83,456,"Census Tract 8.07"
2000,25025010103,17,37,38,227,"Census Tract 101.03"
2000,25025010104,140,200,209,1579,"Census Tract 101.04"
2000,25025010204,0,74,123,755,"Census Tract 102.04"
2000,25025010205,107,148,263,1016,"Census Tract 102.05"
2000,25025010206,72,98,172,662,"Census Tract 102.06"
2000,25025010300,201,140,85,228,"Census Tract 103"
2000,25025010403,86,83,176,650,"Census Tract 104.03"
2000,25025010404,189,181,386,1424,"Census Tract 104.04"
2000,25025010405,269,191,206,539,"Census Tract 104.05"
2000,25025010408,59,82,145,558,"Census Tract 104.08"
2000,25025010500,141,112,267,1247,"Census Tract 105"
2000,25025010600,98,186,257,1629,"Census Tract 106"
2000,25025010701,5,55,176,1573,"Census Tract 107.01"
2000,25025010702,5,64,201,1799,"Census Tract 107.02"
2000,25025010801,44,151,195,1917,"Census Tract 108.01"
2000,25025010802,44,149,191,1886,"Census Tract 108.02"
2000,25025020101,53,94,418,2980,"Census Tract 201.01"
2000,25025020200,58,175,352,2229,"Census Tract 202"
2000,25025020301,166,194,246,988,"Census Tract 203.01"
2000,25025020302,114,132,165,650,"Census Tract 203.02"
2000,25025020304,13,14,18,71,"Census Tract 203.04"
2000,25025020305,242,280,350,1378,"Census Tract 203.05"
2000,25025030100,198,202,221,1051,"Census Tract 301"
2000,25025030200,240,181,151,691,"Census Tract 302"
2000,25025030301,119,147,108,664,"Census Tract 303.01"
2000,25025030302,142,175,128,789,"Census Tract 303.02"
2000,25025030400,338,492,316,1969,"Census Tract 304"
2000,25025030500,156,191,327,1212,"Census Tract 305"
2000,25025040100,168,203,183,1046,"Census Tract 401"
2000,25025040200,276,233,206,312,"Census Tract 402"
2000,25025040300,246,547,543,1554,"Census Tract 403"
2000,25025040401,143,474,206,792,"Census Tract 404.01"
2000,25025040600,175,393,327,810,"Census Tract 406"
2000,25025040801,458,491,302,1306,"Census Tract 408.01"
2000,25025050101,1119,937,459,248,"Census Tract 501.01"
2000,25025050200,1561,773,485,198,"Census Tract 502"
2000,25025050300,726,304,129,59,"Census Tract 503"
2000,25025050400,645,530,234,253,"Census Tract 504"
2000,25025050500,460,396,150,137,"Census Tract 505"
2000,25025050600,849,328,201,49,"Census Tract 506"
2000,25025050700,1194,781,454,145,"Census Tract 507"
2000,25025050901,969,885,298,166,"Census Tract 509.01"
2000,25025051000,847,1173,470,327,"Census Tract 510"
2000,25025051101,945,1459,766,789,"Census Tract 511.01"
2000,25025051200,694,699,308,220,"Census Tract 512"
2000,25025060101,215,919,545,663,"Census Tract 601.01"
2000,25025060200,96,426,368,702,"Census Tract 602"
2000,25025060301,306,822,456,848,"Census Tract 603.01"
2000,25025060400,500,1433,741,1289,"Census Tract 604"
2000,25025060501,244,866,624,709,"Census Tract 605.01"
2000,25025060601,114,159,142,322,"Census Tract 606.01"
2000,25025060602,7,10,9,20,"Census Tract 606.02"
2000,25025060604,32,44,39,89,"Census Tract 606.04"
2000,25025060700,504,188,73,26,"Census Tract 607"
2000,25025060800,587,885,622,727,"Census Tract 608"
2000,25025061000,636,612,349,245,"Census Tract 610"
2000,25025061101,479,310,198,100,"Census Tract 611.01"
2000,25025061201,290,286,256,312,"Census Tract 612.01"
2000,25025061202,,,,,"Census Tract 612.02"
2000,25025061203,76,75,67,82,"Census Tract 612.03"
2000,25025061204,15,15,13,16,"Census Tract 612.04"
2000,25025070102,466,134,118,416,"Census Tract 701.02"
2000,25025070104,196,66,56,222,"Census Tract 701.04"
2000,25025070201,705,179,113,147,"Census Tract 702.01"
2000,25025070202,1012,265,186,381,"Census Tract 702.02"
2000,25025070301,182,123,221,1279,"Census Tract 703.01"
2000,25025070302,129,87,157,907,"Census Tract 703.02"
2000,25025070402,675,391,80,89,"Census Tract 704.02"
2000,25025070501,375,181,226,717,"Census Tract 705.01"
2000,25025070502,663,322,400,1269,"Census Tract 705.02"
2000,25025070600,138,170,196,1452,"Census Tract 706"
2000,25025070700,101,197,396,975,"Census Tract 707"
2000,25025070801,77,113,119,434,"Census Tract 708.01"
2000,25025070802,199,289,305,1113,"Census Tract 708.02"
2000,25025070901,101,114,122,337,"Census Tract 709.01"
2000,25025070902,214,239,257,710,"Census Tract 709.02"
2000,25025071101,504,368,298,1270,"Census Tract 711.01"
2000,25025071201,421,273,185,150,"Census Tract 712.01"
2000,25025080100,944,774,299,131,"Census Tract 801"
2000,25025080300,303,185,195,172,"Census Tract 803"
2000,25025080401,394,391,282,118,"Census Tract 804.01"
2000,25025080500,426,480,288,131,"Census Tract 805"
2000,25025080601,439,337,223,127,"Census Tract 806.01"
2000,25025080801,270,179,131,370,"Census Tract 808.01"
2000,25025080900,206,343,398,901,"Census Tract 809"
2000,25025081001,780,555,504,1235,"Census Tract 810.01"
2000,25025081101,210,165,165,290,"Census Tract 811.01"
2000,25025081102,474,374,373,657,"Census Tract 811.02"
2000,25025081200,540,444,309,174,"Census Tract 812"
2000,25025081301,459,354,194,129,"Census Tract 813.01"
2000,25025081302,565,436,239,158,"Census Tract 813.02"
2000,25025081400,260,364,498,555,"Census Tract 814"
2000,25025081500,205,284,268,210,"Census Tract 815"
2000,25025081700,592,772,551,292,"Census Tract 817"
2000,25025081800,524,594,409,210,"Census Tract 818"
2000,25025081900,371,669,488,345,"Census Tract 819"
2000,25025082000,444,524,490,258,"Census Tract 820"
2000,25025082100,838,826,568,167,"Census Tract 821"
2000,25025090100,640,901,680,372,"Census Tract 901"
2000,25025090200,290,367,275,145,"Census Tract 902"
2000,25025090300,437,635,321,139,"Census Tract 903"
2000,25025090400,594,604,423,122,"Census Tract 904"
2000,25025090600,530,359,201,83,"Census Tract 906"
2000,25025090700,983,936,654,606,"Census Tract 907"
2000,25025090901,312,348,147,801,"Census Tract 909.01"
2000,25025091001,385,622,382,557,"Census Tract 910.01"
2000,25025091100,1012,957,700,623,"Census Tract 911"
2000,25025091200,529,693,408,442,"Census Tract 912"
2000,25025091300,521,384,203,85,"Census Tract 913"
2000,25025091400,468,536,314,185,"Census Tract 914"
2000,25025091500,957,685,692,332,"Census Tract 915"
2000,25025091600,786,584,322,214,"Census Tract 916"
2000,25025091700,853,437,284,178,"Census Tract 917"
2000,25025091800,673,579,402,235,"Census Tract 918"
2000,25025091900,742,628,413,224,"Census Tract 919"
2000,25025092000,867,857,762,439,"Census Tract 920"
2000,25025092101,1232,1307,933,766,"Census Tract 921.01"
2000,25025092200,585,590,505,608,"Census Tract 922"
2000,25025092300,544,559,424,221,"Census Tract 923"
2000,25025092400,1337,1062,759,217,"Census Tract 924"
2000,25025100100,1072,913,668,235,"Census Tract 1001"
2000,25025100200,509,382,444,104,"Census Tract 1002"
2000,25025100300,455,796,589,244,"Census Tract 1003"
2000,25025100400,760,1068,846,742,"Census Tract 1004"
2000,25025100500,1197,1048,952,735,"Census Tract 1005"
2000,25025100601,789,1140,938,694,"Census Tract 1006.01"
2000,25025100603,263,526,386,252,"Census Tract 1006.03"
2000,25025100700,473,1165,847,728,"Census Tract 1007"
2000,25025100800,626,1186,902,1229,"Census Tract 1008"
2000,25025100900,463,708,922,638,"Census Tract 1009"
2000,25025101001,759,1317,1195,664,"Census Tract 1010.01"
2000,25025101002,802,1009,936,579,"Census Tract 1010.02"
2000,25025101101,506,647,505,255,"Census Tract 1011.01"
2000,25025101102,920,860,627,335,"Census Tract 1011.02"
2000,25025110104,357,337,344,454,"Census Tract 1101.04"
2000,25025110105,386,357,372,467,"Census Tract 1101.05"
2000,25025110106,210,194,202,254,"Census Tract 1101.06"
2000,25025110201,280,392,284,226,"Census Tract 1102.01"
2000,25025110301,312,461,488,474,"Census Tract 1103.01"
2000,25025110401,549,672,607,517,"Census Tract 1104.01"
2000,25025110403,513,672,753,1071,"Census Tract 1104.03"
2000,25025110501,292,594,560,955,"Census Tract 1105.01"
2000,25025110502,561,945,614,760,"Census Tract 1105.02"
2000,25025110601,171,379,469,927,"Census Tract 1106.01"
2000,25025110607,688,1036,636,2087,"Census Tract 1106.07"
2000,25025120103,59,150,163,783,"Census Tract 1201.03"
2000,25025120104,195,235,311,994,"Census Tract 1201.04"
2000,25025120105,91,225,246,1170,"Census Tract 1201.05"
2000,25025120201,522,413,533,1037,"Census Tract 1202.01"
2000,25025120301,779,832,675,744,"Census Tract 1203.01"
2000,25025120400,502,479,603,2921,"Census Tract 1204"
2000,25025120500,481,346,298,363,"Census Tract 1205"
2000,25025120600,248,196,277,1021,"Census Tract 1206"
2000,25025120700,209,205,345,791,"Census Tract 1207"
2000,25025130101,308,926,894,1863,"Census Tract 1301.01"
2000,25025130200,413,666,794,1696,"Census Tract 1302"
2000,25025130300,218,607,691,1672,"Census Tract 1303"
2000,25025130402,442,1222,679,1206,"Census Tract 1304.02"
2000,25025130404,405,456,415,559,"Census Tract 1304.04"
2000,25025130406,756,849,775,1041,"Census Tract 1304.06"
2000,25025140102,369,1100,790,594,"Census Tract 1401.02"
2000,25025140105,348,683,703,625,"Census Tract 1401.05"
2000,25025140106,315,486,439,296,"Census Tract 1401.06"
2000,25025140107,331,510,462,311,"Census Tract 1401.07"
2000,25025140201,195,620,355,279,"Census Tract 1402.01"
2000,25025140202,571,1174,936,1010,"Census Tract 1402.02"
2000,25025140300,1024,1160,1064,713,"Census Tract 1403"
2000,25025140400,1267,1582,1427,742,"Census Tract 1404"
2000,25025980101,,,,,"Census Tract 9801.01"
2000,25025980300,,,,,"Census Tract 9803"
2000,25025980700,,,,,"Census Tract 9807"
2000,25025980900,,,,,"Census Tract 9809"
2000,25025981000,,,,,"Census Tract 9810"
2000,25025981100,,,,,"Census Tract 9811"
2000,25025981201,,,,,"Census Tract 9812.01"
2000,25025981202,,,,,"Census Tract 9812.02"
2000,25025981300,,,,,"Census Tract 9813"
2000,25025981501,,,,,"Census Tract 9815.01"
2000,25025981502,,,,,"Census Tract 9815.02"
2000,25025981600,,,,,"Census Tract 9816"
2000,25025981700,,,,,"Census Tract 9817"
2000,25025981800,,,,,"Census Tract 9818"
2000,25025981900,,,,,"Census Tract 9819"
2010,25025000101,207,434,194,282,"Census Tract 1.01"
2010,25025000102,274,573,257,373,"Census Tract 1.02"
2010,25025000201,234,651,504,1261,"Census Tract 2.01"
2010,25025000202,388,686,514,1249,"Census Tract 2.02"
2010,25025000301,118,275,333,1233,"Census Tract 3.01"
2010,25025000302,155,538,201,1502,"Census Tract 3.02"
2010,25025000401,294,748,435,2327,"Census Tract 4.01"
2010,25025000402,124,163,185,1467,"Census Tract 4.02"
2010,25025000502,0,155,202,1397,"Census Tract 5.02"
2010,25025000503,48,107,68,1332,"Census Tract 5.03"
2010,25025000505,68,160,187,1106,"Census Tract 5.05"
2010,25025000506,86,205,240,1416,"Census Tract 5.06"
2010,25025000601,266,325,406,1443,"Census Tract 6.01"
2010,25025000603,156,159,132,455,"Census Tract 6.03"
2010,25025000604,284,290,242,830,"Census Tract 6.04"
2010,25025000701,229,470,179,2094,"Census Tract 7.01"
2010,25025000703,0,45,181,687,"Census Tract 7.03"
2010,25025000704,364,347,170,2053,"Census Tract 7.04"
2010,25025000804,246,343,285,865,"Census Tract 8.04"
2010,25025000805,282,392,326,990,"Census Tract 8.05"
2010,25025000806,41,74,29,371,"Census Tract 8.06"
2010,25025000807,47,84,32,417,"Census Tract 8.07"
2010,25025010103,0,25,58,325,"Census Tract 101.03"
2010,25025010104,106,236,265,1434,"Census Tract 101.04"
2010,25025010204,0,67,114,761,"Census Tract 102.04"
2010,25025010205,54,301,82,1767,"Census Tract 102.05"
2010,25025010206,23,125,34,736,"Census Tract 102.06"
2010,25025010300,16,25,54,239,"Census Tract 103"
2010,25025010403,259,292,209,1084,"Census Tract 104.03"
2010,25025010404,23,123,174,691,"Census Tract 104.04"
2010,25025010405,124,201,299,430,"Census Tract 104.05"
2010,25025010408,0,16,72,786,"Census Tract 104.08"
2010,25025010500,122,180,189,1391,"Census Tract 105"
2010,25025010600,42,154,324,1837,"Census Tract 106"
2010,25025010701,0,30,103,1577,"Census Tract 107.01"
2010,25025010702,0,48,219,1706,"Census Tract 107.02"
2010,25025010801,39,41,230,1834,"Census Tract 108.01"
2010,25025010802,0,69,109,2182,"Census Tract 108.02"
2010,25025020101,15,105,286,3069,"Census Tract 201.01"
2010,25025020200,18,100,251,1991,"Census Tract 202"
2010,25025020301,53,71,294,1646,"Census Tract 203.01"
2010,25025020302,0,25,66,698,"Census Tract 203.02"
2010,25025020304,40,36,39,193,"Census Tract 203.04"
2010,25025020305,280,249,267,1335,"Census Tract 203.05"
2010,25025030100,105,237,162,877,"Census Tract 301"
2010,25025030200,161,79,151,571,"Census Tract 302"
2010,25025030301,92,71,98,760,"Census Tract 303.01"
2010,25025030302,155,120,166,1289,"Census Tract 303.02"
2010,25025030400,137,203,372,2114,"Census Tract 304"
2010,25025030500,23,115,261,1490,"Census Tract 305"
2010,25025040100,75,127,92,1605,"Census Tract 401"
2010,25025040200,113,349,122,448,"Census Tract 402"
2010,25025040300,232,317,476,2176,"Census Tract 403"
2010,25025040401,185,581,238,792,"Census Tract 404.01"
2010,25025040600,78,403,326,1261,"Census Tract 406"
2010,25025040801,551,615,355,966,"Census Tract 408.01"
2010,25025050101,1596,881,456,390,"Census Tract 501.01"
2010,25025050200,1196,1210,480,473,"Census Tract 502"
2010,25025050300,414,401,258,200,"Census Tract 503"
2010,25025050400,499,607,214,415,"Census Tract 504"
2010,25025050500,454,519,110,398,"Census Tract 505"
2010,25025050600,740,308,32,146,"Census Tract 506"
2010,25025050700,1371,1148,138,354,"Census Tract 507"
2010,25025050901,1161,1300,343,262,"Census Tract 509.01"
2010,25025051000,477,1121,729,475,"Census Tract 510"
2010,25025051101,1297,1835,620,786,"Census Tract 511.01"
2010,25025051200,363,682,261,526,"Census Tract 512"
2010,25025060101,158,735,547,1206,"Census Tract 601.01"
2010,25025060200,27,450,154,977,"Census Tract 602"
2010,25025060301,93,630,248,1167,"Census Tract 603.01"
2010,25025060400,243,853,661,1968,"Census Tract 604"
2010,25025060501,260,403,285,1655,"Census Tract 605.01"
2010,25025060601,68,71,78,577,"Census Tract 606.01"
2010,25025060602,4,4,4,31,"Census Tract 606.02"
2010,25025060603,40,41,45,334,"Census Tract 606.03"
2010,25025060604,21,22,24,179,"Census Tract 606.04"
2010,25025060700,397,456,107,49,"Census Tract 607"
2010,25025060800,249,690,534,1356,"Census Tract 608"
2010,25025061000,475,587,328,511,"Census Tract 610"
2010,25025061101,605,390,260,133,"Census Tract 611.01"
2010,25025061201,64,262,132,666,"Census Tract 612.01"
2010,25025061202,,,,,"Census Tract 612.02"
2010,25025061203,49,198,100,505,"Census Tract 612.03"
2010,25025061204,22,92,46,233,"Census Tract 612.04"
2010,25025070102,266,170,144,1012,"Census Tract 701.02"
2010,25025070104,149,95,81,569,"Census Tract 701.04"
2010,25025070201,673,359,172,276,"Census Tract 702.01"
2010,25025070202,803,442,244,797,"Census Tract 702.02"
2010,25025070301,130,177,154,1479,"Census Tract 703.01"
2010,25025070302,110,150,131,1259,"Census Tract 703.02"
2010,25025070402,742,319,155,104,"Census Tract 704.02"
2010,25025070501,360,326,336,1138,"Census Tract 705.01"
2010,25025070502,583,528,544,1845,"Census Tract 705.02"
2010,25025070600,128,274,104,1436,"Census Tract 706"
2010,25025070700,161,265,321,1059,"Census Tract 707"
2010,25025070801,54,112,139,493,"Census Tract 708.01"
2010,25025070802,132,270,337,1191,"Census Tract 708.02"
2010,25025070901,132,146,137,400,"Census Tract 709.01"
2010,25025070902,244,269,252,737,"Census Tract 709.02"
2010,25025071101,410,486,511,1649,"Census Tract 711.01"
2010,25025071201,485,505,405,800,"Census Tract 712.01"
2010,25025080100,566,690,326,260,"Census Tract 801"
2010,25025080300,346,136,240,132,"Census Tract 803"
2010,25025080401,334,520,336,211,"Census Tract 804.01"
2010,25025080500,524,478,329,149,"Census Tract 805"
2010,25025080601,236,243,185,262,"Census Tract 806.01"
2010,25025080801,445,240,289,94,"Census Tract 808.01"
2010,25025080900,144,275,280,963,"Census Tract 809"
2010,25025081001,581,720,562,896,"Census Tract 810.01"
2010,25025081101,72,95,102,226,"Census Tract 811.01"
2010,25025081102,228,299,323,713,"Census Tract 811.02"
2010,25025081200,367,459,339,335,"Census Tract 812"
2010,25025081301,524,343,229,116,"Census Tract 813.01"
2010,25025081302,715,468,312,157,"Census Tract 813.02"
2010,25025081400,192,331,559,978,"Census Tract 814"
2010,25025081500,208,331,320,346,"Census Tract 815"
2010,25025081700,378,548,684,391,"Census Tract 817"
2010,25025081800,314,379,582,411,"Census Tract 818"
2010,25025081900,154,631,494,455,"Census Tract 819"
2010,25025082000,312,613,336,358,"Census Tract 820"
2010,25025082100,751,890,567,422,"Census Tract 821"
2010,25025090100,894,913,678,298,"Census Tract 901"
2010,25025090200,181,468,286,173,"Census Tract 902"
2010,25025090300,370,386,487,79,"Census Tract 903"
2010,25025090400,538,649,556,201,"Census Tract 904"
2010,25025090600,359,284,176,152,"Census Tract 906"
2010,25025090700,555,810,635,958,"Census Tract 907"
2010,25025090901,230,421,349,859,"Census Tract 909.01"
2010,25025091001,237,317,354,865,"Census Tract 910.01"
2010,25025091100,488,771,578,1011,"Census Tract 911"
2010,25025091200,436,572,447,447,"Census Tract 912"
2010,25025091300,394,323,185,104,"Census Tract 913"
2010,25025091400,448,475,403,192,"Census Tract 914"
2010,25025091500,986,805,540,555,"Census Tract 915"
2010,25025091600,638,535,358,308,"Census Tract 916"
2010,25025091700,571,576,367,201,"Census Tract 917"
2010,25025091800,499,568,480,147,"Census Tract 918"
2010,25025091900,378,615,569,204,"Census Tract 919"
2010,25025092000,818,909,678,629,"Census Tract 920"
2010,25025092101,1077,1252,819,680,"Census Tract 921.01"
2010,25025092200,332,426,485,805,"Census Tract 922"
2010,25025092300,345,601,468,308,"Census Tract 923"
2010,25025092400,623,1112,941,276,"Census Tract 924"
2010,25025100100,701,904,644,390,"Census Tract 1001"
2010,25025100200,405,875,369,227,"Census Tract 1002"
2010,25025100300,696,675,601,226,"Census Tract 1003"
2010,25025100400,531,1250,706,493,"Census Tract 1004"
2010,25025100500,896,963,688,831,"Census Tract 1005"
2010,25025100601,642,1038,762,772,"Census Tract 1006.01"
2010,25025100603,282,495,336,524,"Census Tract 1006.03"
2010,25025100700,273,880,768,1139,"Census Tract 1007"
2010,25025100800,499,923,980,1501,"Census Tract 1008"
2010,25025100900,341,1166,909,681,"Census Tract 1009"
2010,25025101001,596,1556,1254,817,"Census Tract 1010.01"
2010,25025101002,1134,1533,814,617,"Census Tract 1010.02"
2010,25025101101,360,792,528,301,"Census Tract 1011.01"
2010,25025101102,604,839,774,316,"Census Tract 1011.02"
2010,25025110104,176,245,387,806,"Census Tract 1101.04"
2010,25025110105,153,197,335,672,"Census Tract 1101.05"
2010,25025110106,105,135,229,461,"Census Tract 1101.06"
2010,25025110201,61,585,410,313,"Census Tract 1102.01"
2010,25025110301,270,404,441,571,"Census Tract 1103.01"
2010,25025110401,409,728,455,715,"Census Tract 1104.01"
2010,25025110403,271,1074,728,913,"Census Tract 1104.03"
2010,25025110501,277,451,509,1270,"Census Tract 1105.01"
2010,25025110502,247,726,673,766,"Census Tract 1105.02"
2010,25025110601,212,359,266,1452,"Census Tract 1106.01"
2010,25025110607,292,969,654,2351,"Census Tract 1106.07"
2010,25025120103,11,25,89,985,"Census Tract 1201.03"
2010,25025120104,93,239,136,1189,"Census Tract 1201.04"
2010,25025120105,43,147,263,1398,"Census Tract 1201.05"
2010,25025120201,221,518,363,1400,"Census Tract 1202.01"
2010,25025120301,543,427,813,1381,"Census Tract 1203.01"
2010,25025120400,224,344,713,3209,"Census Tract 1204"
2010,25025120500,346,323,322,505,"Census Tract 1205"
2010,25025120600,9,97,169,1558,"Census Tract 1206"
2010,25025120700,217,108,112,1103,"Census Tract 1207"
2010,25025130101,110,785,752,1671,"Census Tract 1301.01"
2010,25025130200,189,807,723,1885,"Census Tract 1302"
2010,25025130300,34,644,609,1927,"Census Tract 1303"
2010,25025130402,161,1069,701,1572,"Census Tract 1304.02"
2010,25025130404,131,593,449,903,"Census Tract 1304.04"
2010,25025130406,470,690,876,1061,"Census Tract 1304.06"
2010,25025140102,336,1137,615,735,"Census Tract 1401.02"
2010,25025140105,163,811,593,844,"Census Tract 1401.05"
2010,25025140106,395,363,248,175,"Census Tract 1401.06"
2010,25025140107,213,565,461,570,"Census Tract 1401.07"
2010,25025140201,146,514,465,399,"Census Tract 1402.01"
2010,25025140202,445,1066,984,1217,"Census Tract 1402.02"
2010,25025140300,613,1454,1275,816,"Census Tract 1403"
2010,25025140400,911,1636,1575,1078,"Census Tract 1404"
2010,25025980101,,,,,"Census Tract 9801.01"
2010,25025980300,,,,,"Census Tract 9803"
2010,25025980700,,,,,"Census Tract 9807"
2010,25025980900,,,,,"Census Tract 9809"
2010,25025981000,,,,,"Census Tract 9810"
2010,25025981100,,,,,"Census Tract 9811"
2010,25025981201,,,,,"Census Tract 9812.01"
2010,25025981202,,,,,"Census Tract 9812.02"
2010,25025981300,,,,,"Census Tract 9813"
2010,25025981501,,,,,"Census Tract 9815.01"
2010,25025981502,,,,,"Census Tract 9815.02"
2010,25025981600,,,,,"Census Tract 9816"
2010,25025981700,,,,,"Census Tract 9817"
2010,25025981800,,,,,"Census Tract 9818"
2010,25025981900,,,,,"Census Tract 9819"
2020,25025000101,3.184906,120.141444,135.917466,1089.756184,"Census Tract 1.01"
2020,25025000102,455.6436,430.78368,401.82539,1663.59048,"Census Tract 1.02"
2020,25025000201,259.02401,215.44321,453.43367,1997.50912,"Census Tract 2.01"
2020,25025000202,431.875128,464.805781,357.119877,1650.199217,"Census Tract 2.02"
2020,25025000301,163.911896,298.245373,219.037084,1743.805647,"Census Tract 3.01"
2020,25025000302,150.351121,216.409355,344.001447,1644.238077,"Census Tract 3.02"
2020,25025000401,218.805814,485.2898,648.233359,3160.671027,"Census Tract 4.01"
2020,25025000402,51.519718,188.142994,218.099034,2089.512872,"Census Tract 4.02"
2020,25025000502,4.123037,304.347149,202.246181,2874.16856,"Census Tract 5.02"
2020,25025000503,45.381388,87.949533,241.587795,1472.738499,"Census Tract 5.03"
2020,25025000505,15.584718,173.009445,213.889101,1196.516738,"Census Tract 5.05"
2020,25025000506,35.053493,138.872658,119.776148,1946.032988,"Census Tract 5.06"
2020,25025000601,257.822429,225.317496,288.93669,2068.923384,"Census Tract 6.01"
2020,25025000603,118.45206,280.77968,147.76994,764.84806,"Census Tract 6.03"
2020,25025000604,54.565811,381.941928,162.895605,1210.596657,"Census Tract 6.04"
2020,25025000701,51.9951807,155.6383075,237.7255011,2659.6410107,"Census Tract 7.01"
2020,25025000703,0,68.38757,73.50705,1176.10799,"Census Tract 7.03"
2020,25025000704,182.175803,245.887149,357.447356,2663.489692,"Census Tract 7.04"
2020,25025000804,16.4881,442.678,600.15004,1904.40758,"Census Tract 8.04"
2020,25025000805,177.11457,139.78045,206.92287,2335.30102,"Census Tract 8.05"
2020,25025000806,0,13.115366,94.32807,1763.447931,"Census Tract 8.06"
2020,25025000807,0,658.239091,12,601.000909,"Census Tract 8.07"
2020,25025010103,0,12.022702,70.858723,618.416287,"Census Tract 101.03"
2020,25025010104,91.511288,152.009546,127.445337,2088.287756,"Census Tract 101.04"
2020,25025010204,56.813821,22.499598,175.565995,1750.704238,"Census Tract 102.04"
2020,25025010205,44.146421,259.501325,157.496106,3526.142303,"Census Tract 102.05"
2020,25025010206,112,134.101865,116.50719,994.671456,"Census Tract 102.06"
2020,25025010300,55.322449,23.855015,53.541501,402.9482,"Census Tract 103"
2020,25025010403,23.19809,101.96471,415.8334,1581.34777,"Census Tract 104.03"
2020,25025010404,68.582496,127.860785,119.837315,951.886441,"Census Tract 104.04"
2020,25025010405,211.354435,324.517025,241.213028,366.334386,"Census Tract 104.05"
2020,25025010408,22.623582,44.900463,154.252798,789.36134,"Census Tract 104.08"
2020,25025010500,35.252994,125.373048,242.016439,1898.085244,"Census Tract 105"
2020,25025010600,81.665598,132.952193,206.712058,2623.012701,"Census Tract 106"
2020,25025010701,0,26.42987,140.118167,1722.751254,"Census Tract 107.01"
2020,25025010702,8.789809,35.942986,121.444544,1846.363619,"Census Tract 107.02"
2020,25025010801,11.465135,143.82577,153.189645,2005.933557,"Census Tract 108.01"
2020,25025010802,26.906226,61.858087,112.310803,2258.283643,"Census Tract 108.02"
2020,25025020101,2.395813,97.34832,249.349877,3173.294787,"Census Tract 201.01"
2020,25025020200,104.03945,0,303.67415,2545.28639,"Census Tract 202"
2020,25025020301,33.117493,237.522193,115.235404,1498.124908,"Census Tract 203.01"
2020,25025020302,19.428571,16.592126,37.937331,987.497203,"Census Tract 203.02"
2020,25025020304,3.119665,160.069863,104.130011,1286.345958,"Census Tract 203.04"
2020,25025020305,201.862097,217.476979,257.21029,2759.420052,"Census Tract 203.05"
2020,25025030100,99.19047,116.909919,86.374029,1315.647438,"Census Tract 301"
