"YEAR","GEOID","male","female","NAME","landarea_sqmiles","occ_hu"
1970,25025000701,1491,2195,"Census Tract 7.01",0.088973381,1982
1970,25025000703,809,1191,"Census Tract 7.03",0.06872657,1075
1970,25025000704,1636,2408,"Census Tract 7.04",0.092579189,2174
1970,25025000804,1359,1161,"Census Tract 8.04",0.234594127,708
1970,25025000805,1679,1435,"Census Tract 8.05",0.14281108,874
1970,25025000806,791,676,"Census Tract 8.06",0.547177415,412
1970,25025000807,723,618,"Census Tract 8.07",0.084399615,377
1970,25025010103,1424,2682,"Census Tract 101.03",0.111237962,856
1970,25025010104,2128,4010,"Census Tract 101.04",0.108757642,1279
1970,25025010204,1200,1590,"Census Tract 102.04",0.097842148,1617
1970,25025010205,933,1236,"Census Tract 102.05",0.07056905,1257
1970,25025010206,690,914,"Census Tract 102.06",0.070378701,930
1970,25025010300,1197,2575,"Census Tract 103",0.195834104,815
1970,25025010403,1190,1206,"Census Tract 104.03",0.034191277,1028
1970,25025010404,1559,1581,"Census Tract 104.04",0.05286086,1347
1970,25025010405,2031,2060,"Census Tract 104.05",0.140886361,1755
1970,25025010408,537,711,"Census Tract 104.08",0.016749498,723
1970,25025010500,1428,1204,"Census Tract 105",0.07462042,1145
1970,25025010600,944,998,"Census Tract 106",0.131150409,1162
1970,25025010701,1415,2291,"Census Tract 107.01",0.078000744,1911
1970,25025010702,1359,2201,"Census Tract 107.02",0.115898602,1836
1970,25025010801,1192,1881,"Census Tract 108.01",0.050980543,1543
1970,25025010802,1243,1961,"Census Tract 108.02",0.060551243,1609
1970,25025020101,2358,3085,"Census Tract 201.01",0.084701161,3186
1970,25025020200,1903,1835,"Census Tract 202",0.041813705,2281
1970,25025020301,890,919,"Census Tract 203.01",0.101462628,994
1970,25025020302,555,575,"Census Tract 203.02",0.02964724,618
1970,25025020304,51,53,"Census Tract 203.04",0.056005663,57
1970,25025020305,679,704,"Census Tract 203.05",0.114970798,756
1970,25025030100,1566,1638,"Census Tract 301",0.029862685,1194
1970,25025030200,897,981,"Census Tract 302",0.022494698,714
1970,25025030301,140,172,"Census Tract 303.01",0.059533092,188
1970,25025030302,158,192,"Census Tract 303.02",0.184320537,200
1970,25025030400,1637,1719,"Census Tract 304",0.063772494,1442
1970,25025030500,1020,957,"Census Tract 305",0.073834316,700
1970,25025040100,866,926,"Census Tract 401",0.101973827,584
1970,25025040200,1181,1139,"Census Tract 402",0.054554691,676
1970,25025040300,2483,2639,"Census Tract 403",0.10795648,1627
1970,25025040401,991,1007,"Census Tract 404.01",0.167337834,604
1970,25025040600,1312,1330,"Census Tract 406",0.554860848,795
1970,25025040801,636,843,"Census Tract 408.01",0.366971569,532
1970,25025050101,1868,2050,"Census Tract 501.01",0.115741844,1245
1970,25025050200,2147,2261,"Census Tract 502",0.093927458,1499
1970,25025050300,843,1045,"Census Tract 503",0.137194452,600
1970,25025050400,952,1049,"Census Tract 504",0.050958149,704
1970,25025050500,818,896,"Census Tract 505",0.105113224,597
1970,25025050600,807,847,"Census Tract 506",0.0663532,596
1970,25025050700,1985,2076,"Census Tract 507",0.103450282,1462
1970,25025050901,2080,2286,"Census Tract 509.01",0.237799161,1382
1970,25025051000,2447,2664,"Census Tract 510",0.402789494,1613
1970,25025051101,3126,3598,"Census Tract 511.01",0.447645684,2144
1970,25025051200,1495,1533,"Census Tract 512",0.1657969,1011
1970,25025060101,1904,2149,"Census Tract 601.01",0.114140678,1439
1970,25025060200,1250,1414,"Census Tract 602",0.065786016,912
1970,25025060301,1899,2184,"Census Tract 603.01",0.105220174,1372
1970,25025060400,2746,3315,"Census Tract 604",0.154162484,2007
1970,25025060501,2352,2309,"Census Tract 605.01",0.158974475,1611
1970,25025060601,380,404,"Census Tract 606.01",0.054182488,290
1970,25025060602,26,28,"Census Tract 606.02",0.166839762,21
1970,25025060603,17,18,"Census Tract 606.03",0.153757463,12
1970,25025060604,54,58,"Census Tract 606.04",0.160740892,41
1970,25025060700,1558,1981,"Census Tract 607",0.049508721,1055
1970,25025060800,1911,2010,"Census Tract 608",0.13243806,1378
1970,25025061000,1647,2062,"Census Tract 610",0.06161341,1319
1970,25025061101,773,1214,"Census Tract 611.01",0.063815737,837
1970,25025061201,1005,1217,"Census Tract 612.01",0.216994432,862
1970,25025061202,,,"Census Tract 612.02",0.147031563,0
1970,25025061203,229,231,"Census Tract 612.03",0.136182865,173
1970,25025061204,44,44,"Census Tract 612.04",0.159165209,34
1970,25025070102,280,213,"Census Tract 701.02",0.053658934,317
1970,25025070103,19,14,"Census Tract 701.03",0.041543048,21
1970,25025070104,106,81,"Census Tract 701.04",0.294131852,120
1970,25025070201,369,212,"Census Tract 702.01",0.05561068,189
1970,25025070202,898,568,"Census Tract 702.02",0.068935452,635
1970,25025070301,1072,745,"Census Tract 703.01",0.055340408,939
1970,25025070302,654,453,"Census Tract 703.02",0.074635092,569
1970,25025070402,872,970,"Census Tract 704.02",0.095440593,618
1970,25025070501,1043,757,"Census Tract 705.01",0.04743767,662
1970,25025070502,1884,1367,"Census Tract 705.02",0.06734278,1196
1970,25025070600,1311,934,"Census Tract 706",0.051365487,721
1970,25025070700,493,423,"Census Tract 707",0.062817663,327
1970,25025070801,298,309,"Census Tract 708.01",0.023642966,255
1970,25025070802,834,864,"Census Tract 708.02",0.050175134,712
1970,25025070901,431,340,"Census Tract 709.01",0.02227462,401
1970,25025070902,728,573,"Census Tract 709.02",0.042808305,676
1970,25025071101,1016,1346,"Census Tract 711.01",0.138622644,1069
1970,25025071201,949,1209,"Census Tract 712.01",0.15918104,672
1970,25025080100,1208,1359,"Census Tract 801",0.396397187,793
1970,25025080300,1495,1790,"Census Tract 803",0.103797002,968
1970,25025080401,891,1247,"Census Tract 804.01",0.170003869,678
1970,25025080500,630,909,"Census Tract 805",0.09423827,643
1970,25025080601,798,1042,"Census Tract 806.01",0.216860069,593
1970,25025080801,1765,2876,"Census Tract 808.01",0.140884817,1494
1970,25025080900,1631,2141,"Census Tract 809",0.099032115,1323
1970,25025081001,2252,2816,"Census Tract 810.01",0.216102536,1918
1970,25025081101,482,515,"Census Tract 811.01",0.045476271,318
1970,25025081102,1024,1115,"Census Tract 811.02",0.145509548,677
1970,25025081200,2083,2785,"Census Tract 812",0.103962253,1372
1970,25025081301,779,910,"Census Tract 813.01",0.090988835,546
1970,25025081302,1088,1271,"Census Tract 813.02",0.133082078,764
1970,25025081400,1594,1874,"Census Tract 814",0.239568667,1142
1970,25025081500,1294,1612,"Census Tract 815",0.129843453,802
1970,25025081700,2001,2557,"Census Tract 817",0.244740506,1439
1970,25025081800,1724,2087,"Census Tract 818",0.144372091,1218
1970,25025081900,1940,2420,"Census Tract 819",0.16732934,1415
1970,25025082000,1618,1919,"Census Tract 820",0.151412278,1048
1970,25025082100,2350,3173,"Census Tract 821",0.14308058,2016
1970,25025090100,2887,3490,"Census Tract 901",0.172573765,1932
1970,25025090200,1116,1337,"Census Tract 902",0.105664964,783
1970,25025090300,1447,1847,"Census Tract 903",0.146870944,992
1970,25025090400,2225,2588,"Census Tract 904",0.164147086,1306
1970,25025090600,1254,1348,"Census Tract 906",0.116473508,816
1970,25025090700,2485,2861,"Census Tract 907",0.414312713,1690
1970,25025090901,2071,2691,"Census Tract 909.01",0.452978913,1188
1970,25025091001,1714,1946,"Census Tract 910.01",0.458021022,1165
1970,25025091100,3003,3278,"Census Tract 911",0.162951327,1852
1970,25025091200,1675,1896,"Census Tract 912",0.124947292,1301
1970,25025091300,1305,1475,"Census Tract 913",0.101374983,836
1970,25025091400,1522,1813,"Census Tract 914",0.125490924,962
1970,25025091500,2640,3020,"Census Tract 915",0.156049751,1658
1970,25025091600,1668,1918,"Census Tract 916",0.12091098,1095
1970,25025091700,1775,2040,"Census Tract 917",0.1115314,1092
1970,25025091800,2246,2483,"Census Tract 918",0.166821615,1293
1970,25025091900,2468,2830,"Census Tract 919",0.186094677,1399
1970,25025092000,3049,3492,"Census Tract 920",0.189089285,1805
1970,25025092101,3205,3787,"Census Tract 921.01",0.504290732,2256
1970,25025092200,1958,2357,"Census Tract 922",0.224914546,1238
1970,25025092300,1703,2038,"Census Tract 923",0.132423002,1110
1970,25025092400,3398,4091,"Census Tract 924",0.229532328,2195
1970,25025100100,3441,4182,"Census Tract 1001",0.400228864,2276
1970,25025100200,1919,2421,"Census Tract 1002",0.135383247,1266
1970,25025100300,2131,2455,"Census Tract 1003",0.189914771,1380
1970,25025100400,2356,2877,"Census Tract 1004",0.241796477,1675
1970,25025100500,3335,4061,"Census Tract 1005",0.331165999,2244
1970,25025100601,3232,3731,"Census Tract 1006.01",0.213354647,2046
1970,25025100603,1241,1433,"Census Tract 1006.03",0.336872589,785
1970,25025100700,2412,2936,"Census Tract 1007",0.467614116,1654
1970,25025100800,2632,3482,"Census Tract 1008",0.67442742,2040
1970,25025100900,2044,2487,"Census Tract 1009",0.36810362,1422
1970,25025101001,2770,3137,"Census Tract 1010.01",0.502755976,2009
1970,25025101002,2513,2849,"Census Tract 1010.02",0.449781988,1822
1970,25025101101,1937,2249,"Census Tract 1011.01",0.226860501,1271
1970,25025101102,2599,3033,"Census Tract 1011.02",0.216677443,1729
1970,25025110104,1304,1443,"Census Tract 1101.04",0.1165793,750
1970,25025110105,1489,1641,"Census Tract 1101.05",0.134392123,852
1970,25025110106,867,956,"Census Tract 1101.06",0.082110029,496
1970,25025110201,922,1179,"Census Tract 1102.01",0.13444386,809
1970,25025110301,1310,1410,"Census Tract 1103.01",0.315804925,861
1970,25025110401,1817,2025,"Census Tract 1104.01",0.201915985,1141
1970,25025110403,2129,2373,"Census Tract 1104.03",0.364042598,1338
1970,25025110501,1957,2256,"Census Tract 1105.01",0.250131264,1330
1970,25025110502,2150,2477,"Census Tract 1105.02",0.264209707,1462
1970,25025110601,1352,1672,"Census Tract 1106.01",0.543044192,884
1970,25025110607,3065,3790,"Census Tract 1106.07",0.433989637,2006
1970,25025120103,801,1053,"Census Tract 1201.03",0.131346549,572
1970,25025120104,1199,1575,"Census Tract 1201.04",0.156680256,855
1970,25025120105,1292,1698,"Census Tract 1201.05",0.710337624,922
1970,25025120201,2086,2337,"Census Tract 1202.01",0.275355704,1464
1970,25025120301,2497,3070,"Census Tract 1203.01",0.253905799,1643
1970,25025120400,3342,3955,"Census Tract 1204",0.386042699,2397
1970,25025120500,1128,1276,"Census Tract 1205",0.082512348,776
1970,25025120600,1619,1824,"Census Tract 1206",0.099342155,1139
1970,25025120700,1075,1233,"Census Tract 1207",0.119922558,942
1970,25025130101,2698,3243,"Census Tract 1301.01",1.030221718,1884
1970,25025130200,2962,3458,"Census Tract 1302",0.522263401,1888
1970,25025130300,2771,3266,"Census Tract 1303",0.556938464,1711
1970,25025130402,2579,2809,"Census Tract 1304.02",0.719645389,1781
1970,25025130404,1312,1426,"Census Tract 1304.04",0.618358051,909
1970,25025130406,2236,2430,"Census Tract 1304.06",0.406296846,1549
1970,25025140102,2358,2648,"Census Tract 1401.02",0.806045785,1503
1970,25025140105,1967,2210,"Census Tract 1401.05",0.389679009,1254
1970,25025140106,1272,1429,"Census Tract 1401.06",0.107659568,812
1970,25025140107,1450,1629,"Census Tract 1401.07",0.24222505,925
1970,25025140201,1289,1375,"Census Tract 1402.01",0.510556784,765
1970,25025140202,3398,3626,"Census Tract 1402.02",0.594056395,2016
1970,25025140300,3000,3253,"Census Tract 1403",0.598025525,1959
1970,25025140400,3504,3856,"Census Tract 1404",0.723753129,2382
1970,25025980101,,,"Census Tract 9801.01",1.262676067,0
1970,25025980300,,,"Census Tract 9803",0.803593264,0
1970,25025980700,,,"Census Tract 9807",1.1154279,0
1970,25025980900,,,"Census Tract 9809",0.647580965,0
1970,25025981000,,,"Census Tract 9810",0.437910891,0
1970,25025981100,,,"Census Tract 9811",0.965124122,0
1970,25025981201,,,"Census Tract 9812.01",0.308712614,0
1970,25025981202,,,"Census Tract 9812.02",0.655004165,0
1970,25025981300,,,"Census Tract 9813",2.697552924,0
1970,25025981501,,,"Census Tract 9815.01",0.346621668,0
1970,25025981502,,,"Census Tract 9815.02",0.483474806,0
1970,25025981600,,,"Census Tract 9816",0.226634631,0
1970,25025981700,,,"Census Tract 9817",0.121145344,0
1970,25025981800,,,"Census Tract 9818",0.276000881,0
1970,25025981900,,,"Census Tract 9819",0.090295395,0
1980,25025000101,869,891,"Census Tract 1.01",0.096496196,688
1980,25025000102,1023,1048,"Census Tract 1.02",0.412138958,811
1980,25025000201,1726,2025,"Census Tract 2.01",0.231362838,1489
1980,25025000202,1755,2181,"Census Tract 2.02",0.232292958,1465
1980,25025000301,1355,1810,"Census Tract 3.01",0.220630743,1201
1980,25025000302,1342,1794,"Census Tract 3.02",0.227792165,1190
1980,25025000401,2592,3333,"Census Tract 4.01",0.166426247,2545
1980,25025000402,1604,2062,"Census Tract 4.02",0.311495638,1574
1980,25025000502,1858,2589,"Census Tract 5.02",0.327300344,2261
1980,25025000503,798,1112,"Census Tract 5.03",0.054033839,972
1980,25025000505,701,976,"Census Tract 5.05",0.055747746,853
1980,25025000506,935,1303,"Census Tract 5.06",0.072937014,1137
1980,25025000601,1502,1879,"Census Tract 6.01",0.191223272,1302
1980,25025000603,723,997,"Census Tract 6.03",0.120651905,743
1980,25025000604,1181,1629,"Census Tract 6.04",0.11083603,1211
1980,25025000701,1729,2179,"Census Tract 7.01",0.088973381,2189
1980,25025000703,973,1107,"Census Tract 7.03",0.06872657,1098
1980,25025000704,1967,2236,"Census Tract 7.04",0.092579189,2218
1980,25025000804,1465,1364,"Census Tract 8.04",0.234594127,950
1980,25025000805,1810,1685,"Census Tract 8.05",0.14281108,1173
1980,25025000806,853,794,"Census Tract 8.06",0.547177415,552
1980,25025000807,779,725,"Census Tract 8.07",0.084399615,505
1980,25025010103,1557,1726,"Census Tract 101.03",0.111237962,383
1980,25025010104,2443,2130,"Census Tract 101.04",0.108757642,1629
1980,25025010204,1518,1228,"Census Tract 102.04",0.097842148,1594
1980,25025010205,1180,954,"Census Tract 102.05",0.07056905,1239
1980,25025010206,873,706,"Census Tract 102.06",0.070378701,916
1980,25025010300,1009,2096,"Census Tract 103",0.195834104,461
1980,25025010403,1539,1217,"Census Tract 104.03",0.034191277,1018
1980,25025010404,2017,1595,"Census Tract 104.04",0.05286086,1335
1980,25025010405,2627,2078,"Census Tract 104.05",0.140886361,1738
1980,25025010408,679,549,"Census Tract 104.08",0.016749498,713
1980,25025010500,1577,1031,"Census Tract 105",0.07462042,1330
1980,25025010600,1065,1137,"Census Tract 106",0.131150409,1469
1980,25025010701,1486,1796,"Census Tract 107.01",0.078000744,1724
1980,25025010702,1428,1726,"Census Tract 107.02",0.115898602,1657
1980,25025010801,1684,1788,"Census Tract 108.01",0.050980543,1892
1980,25025010802,1755,1863,"Census Tract 108.02",0.060551243,1972
1980,25025020101,2525,2746,"Census Tract 201.01",0.084701161,3037
1980,25025020200,2054,1715,"Census Tract 202",0.041813705,2136
1980,25025020301,1250,1127,"Census Tract 203.01",0.101462628,1255
1980,25025020302,789,713,"Census Tract 203.02",0.02964724,791
1980,25025020304,73,66,"Census Tract 203.04",0.056005663,73
1980,25025020305,965,873,"Census Tract 203.05",0.114970798,967
1980,25025030100,1013,1148,"Census Tract 301",0.029862685,1120
1980,25025030200,657,781,"Census Tract 302",0.022494698,734
1980,25025030301,445,493,"Census Tract 303.01",0.059533092,613
1980,25025030302,454,504,"Census Tract 303.02",0.184320537,620
1980,25025030400,1546,1921,"Census Tract 304",0.063772494,1955
1980,25025030500,1439,939,"Census Tract 305",0.073834316,909
1980,25025040100,690,721,"Census Tract 401",0.101973827,631
1980,25025040200,546,670,"Census Tract 402",0.054554691,486
1980,25025040300,1881,2092,"Census Tract 403",0.10795648,1573
1980,25025040401,1341,1384,"Census Tract 404.01",0.167337834,1068
1980,25025040600,1133,1181,"Census Tract 406",0.554860848,867
1980,25025040801,761,964,"Census Tract 408.01",0.366971569,627
1980,25025050101,1865,2072,"Census Tract 501.01",0.115741844,1577
1980,25025050200,1746,1846,"Census Tract 502",0.093927458,1444
1980,25025050300,751,1033,"Census Tract 503",0.137194452,794
1980,25025050400,774,921,"Census Tract 504",0.050958149,790
1980,25025050500,725,748,"Census Tract 505",0.105113224,557
1980,25025050600,646,737,"Census Tract 506",0.0663532,635
1980,25025050700,1507,1665,"Census Tract 507",0.103450282,1340
1980,25025050901,1546,1736,"Census Tract 509.01",0.237799161,1247
1980,25025051000,1861,2269,"Census Tract 510",0.402789494,1561
1980,25025051101,2473,2861,"Census Tract 511.01",0.447645684,2006
1980,25025051200,1153,1243,"Census Tract 512",0.1657969,1004
1980,25025060101,1683,1846,"Census Tract 601.01",0.114140678,1454
1980,25025060200,1109,1265,"Census Tract 602",0.065786016,942
1980,25025060301,1600,1926,"Census Tract 603.01",0.105220174,1431
1980,25025060400,2449,3079,"Census Tract 604",0.154162484,2174
1980,25025060501,1554,1511,"Census Tract 605.01",0.158974475,1288
1980,25025060601,285,268,"Census Tract 606.01",0.054182488,242
1980,25025060602,19,18,"Census Tract 606.02",0.166839762,17
1980,25025060603,13,12,"Census Tract 606.03",0.153757463,10
1980,25025060604,41,38,"Census Tract 606.04",0.160740892,35
1980,25025060700,807,1076,"Census Tract 607",0.049508721,653
1980,25025060800,1521,1595,"Census Tract 608",0.13243806,1418
1980,25025061000,1287,1668,"Census Tract 610",0.06161341,1194
1980,25025061101,771,1269,"Census Tract 611.01",0.063815737,1004
1980,25025061201,660,631,"Census Tract 612.01",0.216994432,594
1980,25025061202,,,"Census Tract 612.02",0.147031563,0
1980,25025061203,148,117,"Census Tract 612.03",0.136182865,112
1980,25025061204,28,22,"Census Tract 612.04",0.159165209,22
1980,25025070102,476,339,"Census Tract 701.02",0.053658934,459
1980,25025070103,32,23,"Census Tract 701.03",0.041543048,31
1980,25025070104,181,129,"Census Tract 701.04",0.294131852,175
1980,25025070201,771,545,"Census Tract 702.01",0.05561068,390
1980,25025070202,1765,1250,"Census Tract 702.02",0.068935452,1113
1980,25025070301,1175,770,"Census Tract 703.01",0.055340408,962
1980,25025070302,728,478,"Census Tract 703.02",0.074635092,590
1980,25025070402,879,942,"Census Tract 704.02",0.095440593,602
1980,25025070501,1121,789,"Census Tract 705.01",0.04743767,774
1980,25025070502,2026,1425,"Census Tract 705.02",0.06734278,1399
1980,25025070600,1533,1124,"Census Tract 706",0.051365487,1309
1980,25025070700,915,668,"Census Tract 707",0.062817663,765
1980,25025070801,401,345,"Census Tract 708.01",0.023642966,426
1980,25025070802,1120,964,"Census Tract 708.02",0.050175134,1187
1980,25025070901,540,477,"Census Tract 709.01",0.02227462,468
1980,25025070902,911,806,"Census Tract 709.02",0.042808305,791
1980,25025071101,1565,1212,"Census Tract 711.01",0.138622644,1299
1980,25025071201,502,684,"Census Tract 712.01",0.15918104,376
1980,25025080100,820,911,"Census Tract 801",0.396397187,586
1980,25025080300,1045,1339,"Census Tract 803",0.103797002,738
1980,25025080401,1194,1730,"Census Tract 804.01",0.170003869,1037
1980,25025080500,1266,1725,"Census Tract 805",0.09423827,1217
1980,25025080601,561,781,"Census Tract 806.01",0.216860069,445
1980,25025080801,1352,2087,"Census Tract 808.01",0.140884817,826
1980,25025080900,1576,1526,"Census Tract 809",0.099032115,1418
1980,25025081001,2108,2629,"Census Tract 810.01",0.216102536,1996
1980,25025081101,396,518,"Census Tract 811.01",0.045476271,335
1980,25025081102,845,1098,"Census Tract 811.02",0.145509548,700
1980,25025081200,1821,2162,"Census Tract 812",0.103962253,1099
1980,25025081301,739,968,"Census Tract 813.01",0.090988835,639
1980,25025081302,1033,1354,"Census Tract 813.02",0.133082078,894
1980,25025081400,1133,1237,"Census Tract 814",0.239568667,890
1980,25025081500,1172,1373,"Census Tract 815",0.129843453,794
1980,25025081700,1516,2060,"Census Tract 817",0.244740506,1316
1980,25025081800,1289,1353,"Census Tract 818",0.144372091,975
1980,25025081900,1362,1795,"Census Tract 819",0.16732934,1181
1980,25025082000,1613,1837,"Census Tract 820",0.151412278,1145
1980,25025082100,2389,3316,"Census Tract 821",0.14308058,2226
1980,25025090100,2111,2600,"Census Tract 901",0.172573765,1597
1980,25025090200,928,1178,"Census Tract 902",0.105664964,728
1980,25025090300,1482,1771,"Census Tract 903",0.146870944,1077
1980,25025090400,1274,1431,"Census Tract 904",0.164147086,905
1980,25025090600,950,1005,"Census Tract 906",0.116473508,639
1980,25025090700,1860,2161,"Census Tract 907",0.414312713,1621
1980,25025090901,667,814,"Census Tract 909.01",0.452978913,376
1980,25025091001,1176,1387,"Census Tract 910.01",0.458021022,1045
1980,25025091100,2235,2427,"Census Tract 911",0.162951327,1680
1980,25025091200,1448,1741,"Census Tract 912",0.124947292,1188
1980,25025091300,1117,1265,"Census Tract 913",0.101374983,687
1980,25025091400,1073,1305,"Census Tract 914",0.125490924,675
1980,25025091500,2232,2360,"Census Tract 915",0.156049751,1508
1980,25025091600,1258,1342,"Census Tract 916",0.12091098,969
1980,25025091700,1435,1498,"Census Tract 917",0.1115314,920
1980,25025091800,1621,1730,"Census Tract 918",0.166821615,982
1980,25025091900,1578,1855,"Census Tract 919",0.186094677,1097
1980,25025092000,2451,2830,"Census Tract 920",0.189089285,1475
1980,25025092101,2539,2881,"Census Tract 921.01",0.504290732,1997
1980,25025092200,1600,1846,"Census Tract 922",0.224914546,1092
1980,25025092300,1339,1548,"Census Tract 923",0.132423002,855
1980,25025092400,2551,3187,"Census Tract 924",0.229532328,1907
1980,25025100100,1912,2353,"Census Tract 1001",0.400228864,1375
1980,25025100200,1172,1374,"Census Tract 1002",0.135383247,730
1980,25025100300,1644,1846,"Census Tract 1003",0.189914771,1071
1980,25025100400,2304,2713,"Census Tract 1004",0.241796477,1723
1980,25025100500,2586,2985,"Census Tract 1005",0.331165999,1825
1980,25025100601,2542,2848,"Census Tract 1006.01",0.213354647,1897
1980,25025100603,1078,1231,"Census Tract 1006.03",0.336872589,700
1980,25025100700,2250,2733,"Census Tract 1007",0.467614116,1889
1980,25025100800,2482,2994,"Census Tract 1008",0.67442742,2148
1980,25025100900,1811,2196,"Census Tract 1009",0.36810362,1415
1980,25025101001,2638,3015,"Census Tract 1010.01",0.502755976,2000
1980,25025101002,2573,3127,"Census Tract 1010.02",0.449781988,1891
1980,25025101101,1558,1670,"Census Tract 1011.01",0.226860501,953
1980,25025101102,1981,2212,"Census Tract 1011.02",0.216677443,1329
1980,25025110104,855,968,"Census Tract 1101.04",0.1165793,656
1980,25025110105,963,1084,"Census Tract 1101.05",0.134392123,742
1980,25025110106,561,631,"Census Tract 1101.06",0.082110029,432
1980,25025110201,699,937,"Census Tract 1102.01",0.13444386,725
1980,25025110301,1038,1180,"Census Tract 1103.01",0.315804925,850
1980,25025110401,1530,1711,"Census Tract 1104.01",0.201915985,1113
1980,25025110403,1953,2281,"Census Tract 1104.03",0.364042598,1518
1980,25025110501,1838,2027,"Census Tract 1105.01",0.250131264,1318
1980,25025110502,1865,2106,"Census Tract 1105.02",0.264209707,1451
1980,25025110601,1122,1418,"Census Tract 1106.01",0.543044192,895
1980,25025110607,2722,3438,"Census Tract 1106.07",0.433989637,2003
1980,25025120103,700,870,"Census Tract 1201.03",0.131346549,590
1980,25025120104,1047,1302,"Census Tract 1201.04",0.156680256,883
1980,25025120105,1129,1404,"Census Tract 1201.05",0.710337624,952
1980,25025120201,1553,1879,"Census Tract 1202.01",0.275355704,1380
1980,25025120301,2378,2776,"Census Tract 1203.01",0.253905799,1564
1980,25025120400,2780,3249,"Census Tract 1204",0.386042699,2339
1980,25025120500,1021,1165,"Census Tract 1205",0.082512348,700
1980,25025120600,1204,1400,"Census Tract 1206",0.099342155,976
1980,25025120700,965,1165,"Census Tract 1207",0.119922558,905
1980,25025130101,2867,3642,"Census Tract 1301.01",1.030221718,2579
1980,25025130200,2338,2822,"Census Tract 1302",0.522263401,1801
1980,25025130300,2293,2782,"Census Tract 1303",0.556938464,1725
1980,25025130402,2560,2846,"Census Tract 1304.02",0.719645389,2069
1980,25025130404,1061,1396,"Census Tract 1304.04",0.618358051,1104
1980,25025130406,1808,2378,"Census Tract 1304.06",0.406296846,1881
1980,25025140102,1969,2189,"Census Tract 1401.02",0.806045785,1388
1980,25025140105,1542,1812,"Census Tract 1401.05",0.389679009,1215
1980,25025140106,997,1171,"Census Tract 1401.06",0.107659568,785
1980,25025140107,1136,1334,"Census Tract 1401.07",0.24222505,895
1980,25025140201,1029,1157,"Census Tract 1402.01",0.510556784,779
1980,25025140202,2712,3051,"Census Tract 1402.02",0.594056395,2056
1980,25025140300,2319,2711,"Census Tract 1403",0.598025525,1890
1980,25025140400,3427,3971,"Census Tract 1404",0.723753129,2554
1980,25025980101,,,"Census Tract 9801.01",1.262676067,0
1980,25025980300,,,"Census Tract 9803",0.803593264,0
1980,25025980700,,,"Census Tract 9807",1.1154279,0
1980,25025980900,,,"Census Tract 9809",0.647580965,0
1980,25025981000,,,"Census Tract 9810",0.437910891,0
1980,25025981100,,,"Census Tract 9811",0.965124122,0
1980,25025981201,,,"Census Tract 9812.01",0.308712614,0
1980,25025981202,,,"Census Tract 9812.02",0.655004165,0
1980,25025981300,,,"Census Tract 9813",2.697552924,0
1980,25025981501,,,"Census Tract 9815.01",0.346621668,0
1980,25025981502,,,"Census Tract 9815.02",0.483474806,0
1980,25025981600,,,"Census Tract 9816",0.226634631,0
1980,25025981700,,,"Census Tract 9817",0.121145344,0
1980,25025981800,,,"Census Tract 9818",0.276000881,0
1980,25025981900,,,"Census Tract 9819",0.090295395,0
1990,25025000101,876,899,"Census Tract 1.01",0.096496196,703
1990,25025000102,1026,1054,"Census Tract 1.02",0.412138958,824
1990,25025000201,1757,1965,"Census Tract 2.01",0.231362838,1487
1990,25025000202,1694,2164,"Census Tract 2.02",0.232292958,1461
1990,25025000301,1384,1700,"Census Tract 3.01",0.220630743,1220
1990,25025000302,1372,1685,"Census Tract 3.02",0.227792165,1209
1990,25025000401,2438,3151,"Census Tract 4.01",0.166426247,2861
1990,25025000402,1684,1774,"Census Tract 4.02",0.311495638,1245
1990,25025000502,2511,2961,"Census Tract 5.02",0.327300344,2277
1990,25025000503,1038,1310,"Census Tract 5.03",0.054033839,1228
1990,25025000505,911,1150,"Census Tract 5.05",0.055747746,1078
1990,25025000506,1216,1534,"Census Tract 5.06",0.072937014,1438
1990,25025000601,1694,1754,"Census Tract 6.01",0.191223272,1330
1990,25025000603,839,912,"Census Tract 6.03",0.120651905,729
1990,25025000604,1369,1490,"Census Tract 6.04",0.11083603,1190
1990,25025000701,2304,2247,"Census Tract 7.01",0.088973381,2170
1990,25025000703,1265,1205,"Census Tract 7.03",0.06872657,1152
1990,25025000704,2557,2435,"Census Tract 7.04",0.092579189,2329
1990,25025000804,1850,1424,"Census Tract 8.04",0.234594127,1274
1990,25025000805,2278,1766,"Census Tract 8.05",0.14281108,1531
1990,25025000806,1010,892,"Census Tract 8.06",0.547177415,360
1990,25025000807,924,816,"Census Tract 8.07",0.084399615,329
1990,25025010103,1621,2048,"Census Tract 101.03",0.111237962,387
1990,25025010104,2897,2589,"Census Tract 101.04",0.108757642,1744
1990,25025010204,1643,1313,"Census Tract 102.04",0.097842148,1629
1990,25025010205,1277,1021,"Census Tract 102.05",0.07056905,1266
1990,25025010206,944,755,"Census Tract 102.06",0.070378701,937
1990,25025010300,892,1711,"Census Tract 103",0.195834104,453
1990,25025010403,1637,1407,"Census Tract 104.03",0.034191277,1597
1990,25025010404,2145,1845,"Census Tract 104.04",0.05286086,2093
1990,25025010405,2839,2394,"Census Tract 104.05",0.140886361,999
1990,25025010408,735,587,"Census Tract 104.08",0.016749498,729
1990,25025010500,1576,1386,"Census Tract 105",0.07462042,1544
1990,25025010600,961,1023,"Census Tract 106",0.131150409,1464
