"YEAR","GEOID","zero_nine","ten_nineteen","twenty_thirtyfour","thirtyfive_fiftyfour","fiftyfive_sixtyfour","sixtyfive_more","NAME"
1970,25025000804,242,630,972,324,176,176,"Census Tract 8.04"
1970,25025000805,299,779,1201,400,217,218,"Census Tract 8.05"
1970,25025000806,141,367,566,189,102,103,"Census Tract 8.06"
1970,25025000807,129,335,517,172,93,94,"Census Tract 8.07"
1970,25025010103,37,1708,1890,184,114,173,"Census Tract 101.03"
1970,25025010104,55,2555,2825,274,170,259,"Census Tract 101.04"
1970,25025010204,114,266,1501,326,227,357,"Census Tract 102.04"
1970,25025010205,88,207,1167,253,176,277,"Census Tract 102.05"
1970,25025010206,65,153,863,188,130,205,"Census Tract 102.06"
1970,25025010300,281,1291,1610,313,128,149,"Census Tract 103"
1970,25025010403,60,620,990,219,173,333,"Census Tract 104.03"
1970,25025010404,79,813,1298,287,227,437,"Census Tract 104.04"
1970,25025010405,103,1058,1691,374,296,569,"Census Tract 104.05"
1970,25025010408,51,119,672,146,102,160,"Census Tract 104.08"
1970,25025010500,134,532,800,447,270,449,"Census Tract 105"
1970,25025010600,67,99,502,506,379,389,"Census Tract 106"
1970,25025010701,70,604,1942,456,236,397,"Census Tract 107.01"
1970,25025010702,67,581,1866,438,227,382,"Census Tract 107.02"
1970,25025010801,61,481,1576,420,227,309,"Census Tract 108.01"
1970,25025010802,63,502,1643,437,236,322,"Census Tract 108.02"
1970,25025020101,307,327,2484,1021,545,759,"Census Tract 201.01"
1970,25025020200,163,222,2021,593,311,429,"Census Tract 202"
1970,25025020301,56,100,756,402,237,259,"Census Tract 203.01"
1970,25025020302,34,62,465,255,151,163,"Census Tract 203.02"
1970,25025020304,3,6,43,24,14,15,"Census Tract 203.04"
1970,25025020305,42,76,569,312,184,200,"Census Tract 203.05"
1970,25025030100,403,459,639,842,411,450,"Census Tract 301"
1970,25025030200,189,288,348,519,262,273,"Census Tract 302"
1970,25025030301,17,15,131,72,38,40,"Census Tract 303.01"
1970,25025030302,21,21,137,82,43,45,"Census Tract 303.02"
1970,25025030400,366,367,796,833,448,545,"Census Tract 304"
1970,25025030500,275,310,428,493,216,255,"Census Tract 305"
1970,25025040100,226,350,354,437,206,219,"Census Tract 401"
1970,25025040200,417,538,492,499,162,212,"Census Tract 402"
1970,25025040300,955,1014,1004,1093,495,560,"Census Tract 403"
1970,25025040401,351,410,372,479,195,192,"Census Tract 404.01"
1970,25025040600,449,521,479,578,319,296,"Census Tract 406"
1970,25025040801,289,292,306,221,148,223,"Census Tract 408.01"
1970,25025050101,665,768,790,915,389,391,"Census Tract 501.01"
1970,25025050200,716,784,873,1095,445,495,"Census Tract 502"
1970,25025050300,375,524,296,354,149,191,"Census Tract 503"
1970,25025050400,292,315,390,506,250,247,"Census Tract 504"
1970,25025050500,269,253,312,451,215,215,"Census Tract 505"
1970,25025050600,257,264,319,401,214,199,"Census Tract 506"
1970,25025050700,586,653,739,1080,452,551,"Census Tract 507"
1970,25025050901,812,745,886,1018,440,465,"Census Tract 509.01"
1970,25025051000,944,768,1154,1137,530,578,"Census Tract 510"
1970,25025051101,1015,1128,1251,1610,795,925,"Census Tract 511.01"
1970,25025051200,517,511,638,756,312,294,"Census Tract 512"
1970,25025060101,495,620,772,955,547,664,"Census Tract 601.01"
1970,25025060200,504,397,574,608,283,298,"Census Tract 602"
1970,25025060301,616,710,784,960,514,499,"Census Tract 603.01"
1970,25025060400,790,999,1016,1363,749,1144,"Census Tract 604"
1970,25025060501,823,795,1003,1075,491,474,"Census Tract 605.01"
1970,25025060601,121,161,117,193,92,99,"Census Tract 606.01"
1970,25025060602,8,11,8,13,6,7,"Census Tract 606.02"
1970,25025060603,5,7,5,9,4,4,"Census Tract 606.03"
1970,25025060604,17,23,17,28,13,14,"Census Tract 606.04"
1970,25025060700,1062,933,456,587,212,289,"Census Tract 607"
1970,25025060800,614,729,675,902,473,528,"Census Tract 608"
1970,25025061000,777,791,573,721,303,544,"Census Tract 610"
1970,25025061101,325,330,289,318,234,492,"Census Tract 611.01"
1970,25025061201,325,385,372,520,299,321,"Census Tract 612.01"
1970,25025061203,64,94,79,113,51,59,"Census Tract 612.03"
1970,25025061204,12,18,15,22,10,11,"Census Tract 612.04"
1970,25025070102,25,22,145,138,69,93,"Census Tract 701.02"
1970,25025070103,2,1,10,9,5,6,"Census Tract 701.03"
1970,25025070104,10,8,55,53,26,35,"Census Tract 701.04"
1970,25025070201,72,64,211,124,52,57,"Census Tract 702.01"
1970,25025070202,145,129,499,347,157,189,"Census Tract 702.02"
1970,25025070301,94,121,560,452,258,331,"Census Tract 703.01"
1970,25025070302,59,75,342,275,156,200,"Census Tract 703.02"
1970,25025070402,413,294,404,358,122,251,"Census Tract 704.02"
1970,25025070501,236,264,392,433,219,256,"Census Tract 705.01"
1970,25025070502,427,478,708,781,396,462,"Census Tract 705.02"
1970,25025070600,287,146,662,581,247,322,"Census Tract 706"
1970,25025070700,107,84,261,253,82,129,"Census Tract 707"
1970,25025070801,89,60,146,161,70,81,"Census Tract 708.01"
1970,25025070802,250,168,408,450,196,226,"Census Tract 708.02"
1970,25025070901,89,52,233,214,82,102,"Census Tract 709.01"
1970,25025070902,150,88,393,360,138,171,"Census Tract 709.02"
1970,25025071101,164,366,729,454,301,348,"Census Tract 711.01"
1970,25025071201,461,472,376,394,160,296,"Census Tract 712.01"
1970,25025080100,540,511,459,498,205,354,"Census Tract 801"
1970,25025080300,914,729,673,554,195,220,"Census Tract 803"
1970,25025080401,682,471,346,304,122,215,"Census Tract 804.01"
1970,25025080500,280,273,220,308,157,300,"Census Tract 805"
1970,25025080601,448,350,294,346,170,233,"Census Tract 806.01"
1970,25025080801,851,1122,1318,550,267,532,"Census Tract 808.01"
1970,25025080900,413,724,1329,580,289,437,"Census Tract 809"
1970,25025081001,532,728,2166,756,365,521,"Census Tract 810.01"
1970,25025081101,80,137,303,184,111,181,"Census Tract 811.01"
1970,25025081102,209,316,625,389,227,372,"Census Tract 811.02"
1970,25025081200,1408,1240,802,739,252,427,"Census Tract 812"
1970,25025081301,396,309,388,327,116,152,"Census Tract 813.01"
1970,25025081302,554,431,543,456,163,213,"Census Tract 813.02"
1970,25025081400,624,579,813,689,327,436,"Census Tract 814"
1970,25025081500,603,538,601,573,205,386,"Census Tract 815"
1970,25025081700,1144,996,877,867,254,421,"Census Tract 817"
1970,25025081800,739,783,725,893,302,369,"Census Tract 818"
1970,25025081900,911,725,888,975,357,503,"Census Tract 819"
1970,25025082000,699,589,709,748,294,498,"Census Tract 820"
1970,25025082100,1380,886,1589,1087,257,324,"Census Tract 821"
1970,25025090100,1639,1316,1505,1379,301,237,"Census Tract 901"
1970,25025090200,636,468,617,530,109,93,"Census Tract 902"
1970,25025090300,937,647,703,684,183,140,"Census Tract 903"
1970,25025090400,1284,1127,956,929,221,296,"Census Tract 904"
1970,25025090600,603,498,483,510,233,275,"Census Tract 906"
1970,25025090700,911,1003,1035,1256,539,602,"Census Tract 907"
1970,25025090901,1633,1383,679,562,114,391,"Census Tract 909.01"
1970,25025091001,626,660,760,796,401,417,"Census Tract 910.01"
1970,25025091100,1237,1172,1288,1370,572,642,"Census Tract 911"
1970,25025091200,496,515,789,770,410,591,"Census Tract 912"
1970,25025091300,633,571,457,543,269,307,"Census Tract 913"
1970,25025091400,817,669,630,619,237,363,"Census Tract 914"
1970,25025091500,1173,1009,1152,1078,513,735,"Census Tract 915"
1970,25025091600,750,627,724,738,364,383,"Census Tract 916"
1970,25025091700,788,755,766,751,367,388,"Census Tract 917"
1970,25025091800,1194,1003,888,886,335,423,"Census Tract 918"
1970,25025091900,1489,1098,1196,958,283,274,"Census Tract 919"
1970,25025092000,1386,1347,1312,1272,586,638,"Census Tract 920"
1970,25025092101,1206,1207,1365,1391,803,1020,"Census Tract 921.01"
1970,25025092200,677,796,701,988,449,704,"Census Tract 922"
1970,25025092300,896,767,840,650,244,344,"Census Tract 923"
1970,25025092400,2078,1434,1849,1329,371,428,"Census Tract 924"
1970,25025100100,2195,1495,1782,1220,316,615,"Census Tract 1001"
1970,25025100200,1194,808,1193,689,202,254,"Census Tract 1002"
1970,25025100300,974,840,951,862,425,534,"Census Tract 1003"
1970,25025100400,867,820,964,1088,656,838,"Census Tract 1004"
1970,25025100500,1455,1377,1383,1457,719,1005,"Census Tract 1005"
1970,25025100601,1376,1246,1373,1384,673,912,"Census Tract 1006.01"
1970,25025100603,528,478,527,532,258,350,"Census Tract 1006.03"
1970,25025100700,772,906,895,1174,695,906,"Census Tract 1007"
1970,25025100800,789,1017,1077,1322,863,1046,"Census Tract 1008"
1970,25025100900,656,733,781,976,612,772,"Census Tract 1009"
1970,25025101001,685,878,960,1382,968,1034,"Census Tract 1010.01"
1970,25025101002,624,799,873,1253,876,938,"Census Tract 1010.02"
1970,25025101101,863,711,958,780,406,468,"Census Tract 1011.01"
1970,25025101102,1191,951,1312,1033,538,606,"Census Tract 1011.02"
1970,25025110104,421,490,512,589,311,425,"Census Tract 1101.04"
1970,25025110105,481,560,586,672,354,479,"Census Tract 1101.05"
1970,25025110106,280,326,341,391,206,279,"Census Tract 1101.06"
1970,25025110201,253,268,397,435,301,447,"Census Tract 1102.01"
1970,25025110301,444,437,560,609,305,366,"Census Tract 1103.01"
1970,25025110401,700,689,751,825,412,465,"Census Tract 1104.01"
1970,25025110403,820,807,880,967,482,546,"Census Tract 1104.03"
1970,25025110501,633,763,764,966,494,592,"Census Tract 1105.01"
1970,25025110502,695,838,840,1062,542,651,"Census Tract 1105.02"
1970,25025110601,434,497,500,635,364,593,"Census Tract 1106.01"
1970,25025110607,985,1128,1134,1439,825,1344,"Census Tract 1106.07"
1970,25025120103,263,317,342,388,232,311,"Census Tract 1201.03"
1970,25025120104,394,474,512,581,347,466,"Census Tract 1201.04"
1970,25025120105,424,511,552,626,374,502,"Census Tract 1201.05"
1970,25025120201,807,641,1114,831,474,556,"Census Tract 1202.01"
1970,25025120301,993,892,1085,1049,601,947,"Census Tract 1203.01"
1970,25025120400,842,998,1474,1389,919,1675,"Census Tract 1204"
1970,25025120500,478,458,480,524,232,232,"Census Tract 1205"
1970,25025120600,576,581,712,736,380,458,"Census Tract 1206"
1970,25025120700,254,262,592,494,336,370,"Census Tract 1207"
1970,25025130101,767,912,809,1278,946,1228,"Census Tract 1301.01"
1970,25025130200,958,1165,1017,1357,846,1078,"Census Tract 1302"
1970,25025130300,921,1151,939,1339,729,959,"Census Tract 1303"
1970,25025130402,846,810,1136,1234,650,712,"Census Tract 1304.02"
1970,25025130404,430,408,582,628,330,359,"Census Tract 1304.04"
1970,25025130406,733,695,992,1070,563,612,"Census Tract 1304.06"
1970,25025140102,940,947,934,1182,506,498,"Census Tract 1401.02"
1970,25025140105,784,790,779,987,422,415,"Census Tract 1401.05"
1970,25025140106,507,511,504,638,273,269,"Census Tract 1401.06"
1970,25025140107,578,582,574,727,311,306,"Census Tract 1401.07"
1970,25025140201,470,534,518,642,247,253,"Census Tract 1402.01"
1970,25025140202,1239,1406,1365,1694,652,668,"Census Tract 1402.02"
1970,25025140300,1000,1046,1251,1354,727,875,"Census Tract 1403"
1970,25025140400,1120,1271,1377,1730,931,931,"Census Tract 1404"
1970,25025980101,,,,,,,"Census Tract 9801.01"
1970,25025980300,,,,,,,"Census Tract 9803"
1970,25025980700,,,,,,,"Census Tract 9807"
1970,25025980900,,,,,,,"Census Tract 9809"
1970,25025981000,,,,,,,"Census Tract 9810"
1970,25025981100,,,,,,,"Census Tract 9811"
1970,25025981201,,,,,,,"Census Tract 9812.01"
1970,25025981202,,,,,,,"Census Tract 9812.02"
1970,25025981300,,,,,,,"Census Tract 9813"
1970,25025981501,,,,,,,"Census Tract 9815.01"
1970,25025981502,,,,,,,"Census Tract 9815.02"
1970,25025981600,,,,,,,"Census Tract 9816"
1970,25025981700,,,,,,,"Census Tract 9817"
1970,25025981800,,,,,,,"Census Tract 9818"
1970,25025981900,,,,,,,"Census Tract 9819"
1980,25025000101,153,206,740,301,164,196,"Census Tract 1.01"
1980,25025000102,180,243,871,354,193,230,"Census Tract 1.02"
1980,25025000201,288,432,1608,622,351,450,"Census Tract 2.01"
1980,25025000202,371,585,1342,702,449,487,"Census Tract 2.02"
1980,25025000301,222,313,1356,518,288,468,"Census Tract 3.01"
1980,25025000302,220,310,1344,513,286,463,"Census Tract 3.02"
1980,25025000401,278,610,2642,691,421,1284,"Census Tract 4.01"
1980,25025000402,172,377,1635,427,260,795,"Census Tract 4.02"
1980,25025000502,94,249,2931,317,207,649,"Census Tract 5.02"
1980,25025000503,40,107,1259,136,89,279,"Census Tract 5.03"
1980,25025000505,35,94,1105,120,78,245,"Census Tract 5.05"
1980,25025000506,47,125,1475,159,104,327,"Census Tract 5.06"
1980,25025000601,225,340,1334,555,379,548,"Census Tract 6.01"
1980,25025000603,163,262,733,238,104,220,"Census Tract 6.03"
1980,25025000604,267,429,1196,389,171,358,"Census Tract 6.04"
1980,25025000701,126,196,2709,349,145,383,"Census Tract 7.01"
1980,25025000703,71,165,1378,192,88,187,"Census Tract 7.03"
1980,25025000704,143,333,2786,388,177,377,"Census Tract 7.04"
1980,25025000804,157,561,1516,302,121,174,"Census Tract 8.04"
1980,25025000805,194,693,1873,373,149,215,"Census Tract 8.05"
1980,25025000806,91,326,883,176,70,101,"Census Tract 8.06"
1980,25025000807,83,298,806,160,64,92,"Census Tract 8.07"
1980,25025010103,7,1847,1271,78,37,43,"Census Tract 101.03"
1980,25025010104,26,1260,2714,300,108,165,"Census Tract 101.04"
1980,25025010204,78,304,1803,258,125,177,"Census Tract 102.04"
1980,25025010205,61,236,1402,200,98,138,"Census Tract 102.05"
1980,25025010206,45,175,1037,148,72,102,"Census Tract 102.06"
1980,25025010300,186,1240,1357,175,71,75,"Census Tract 103"
1980,25025010403,47,722,1453,183,105,245,"Census Tract 104.03"
1980,25025010404,62,947,1904,240,138,322,"Census Tract 104.04"
1980,25025010405,80,1233,2481,312,179,419,"Census Tract 104.05"
1980,25025010408,35,136,807,115,56,79,"Census Tract 104.08"
1980,25025010500,58,440,1319,331,167,293,"Census Tract 105"
1980,25025010600,39,72,719,488,325,559,"Census Tract 106"
1980,25025010701,61,344,1990,563,148,178,"Census Tract 107.01"
1980,25025010702,58,330,1911,541,142,171,"Census Tract 107.02"
1980,25025010801,51,388,1962,601,176,293,"Census Tract 108.01"
1980,25025010802,54,405,2044,627,183,306,"Census Tract 108.02"
1980,25025020101,195,321,2477,1392,384,502,"Census Tract 201.01"
1980,25025020200,109,221,2475,613,146,205,"Census Tract 202"
1980,25025020301,76,120,1016,560,228,377,"Census Tract 203.01"
1980,25025020302,48,76,628,358,147,244,"Census Tract 203.02"
1980,25025020304,4,7,58,33,14,23,"Census Tract 203.04"
1980,25025020305,59,92,769,438,180,299,"Census Tract 203.05"
1980,25025030100,96,220,705,460,330,350,"Census Tract 301"
1980,25025030200,69,126,481,275,224,262,"Census Tract 302"
1980,25025030301,28,30,335,283,113,150,"Census Tract 303.01"
1980,25025030302,29,32,341,285,116,154,"Census Tract 303.02"
1980,25025030400,121,268,1187,898,439,554,"Census Tract 304"
1980,25025030500,96,311,1099,479,209,184,"Census Tract 305"
1980,25025040100,77,144,531,336,146,177,"Census Tract 401"
1980,25025040200,125,230,320,258,157,126,"Census Tract 402"
1980,25025040300,430,644,1192,882,357,468,"Census Tract 403"
1980,25025040401,328,447,817,575,244,314,"Census Tract 404.01"
1980,25025040600,206,352,606,487,285,378,"Census Tract 406"
1980,25025040801,269,395,397,321,147,196,"Census Tract 408.01"
1980,25025050101,512,639,978,828,475,505,"Census Tract 501.01"
1980,25025050200,435,556,944,753,461,441,"Census Tract 502"
1980,25025050300,226,359,365,299,154,381,"Census Tract 503"
1980,25025050400,149,206,393,339,265,343,"Census Tract 504"
1980,25025050500,177,220,355,313,185,223,"Census Tract 505"
1980,25025050600,116,185,325,288,216,253,"Census Tract 506"
1980,25025050700,344,471,742,689,440,485,"Census Tract 507"
1980,25025050901,340,523,816,686,421,496,"Census Tract 509.01"
1980,25025051000,421,665,917,877,556,694,"Census Tract 510"
1980,25025051101,439,730,1244,1132,768,1021,"Census Tract 511.01"
1980,25025051200,220,348,648,489,338,353,"Census Tract 512"
1980,25025060101,309,422,898,765,508,627,"Census Tract 601.01"
1980,25025060200,282,350,640,502,281,319,"Census Tract 602"
1980,25025060301,348,493,908,725,449,603,"Census Tract 603.01"
1980,25025060400,473,709,1249,1061,731,1305,"Census Tract 604"
1980,25025060501,361,497,818,674,374,341,"Census Tract 605.01"
1980,25025060601,63,83,156,120,55,77,"Census Tract 606.01"
1980,25025060602,4,5,10,8,4,5,"Census Tract 606.02"
1980,25025060603,3,4,7,5,2,3,"Census Tract 606.03"
1980,25025060604,9,12,22,17,8,11,"Census Tract 606.04"
1980,25025060700,367,503,413,328,144,128,"Census Tract 607"
1980,25025060800,271,447,723,685,475,515,"Census Tract 608"
1980,25025061000,406,641,663,567,313,365,"Census Tract 610"
1980,25025061101,214,330,410,339,231,516,"Census Tract 611.01"
1980,25025061201,86,165,338,325,197,180,"Census Tract 612.01"
1980,25025061203,21,29,55,78,43,40,"Census Tract 612.03"
1980,25025061204,4,6,10,15,8,8,"Census Tract 612.04"
1980,25025070102,35,50,277,196,111,145,"Census Tract 701.02"
1980,25025070103,2,3,19,13,8,10,"Census Tract 701.03"
1980,25025070104,13,19,106,75,42,55,"Census Tract 701.04"
1980,25025070201,159,200,405,279,99,173,"Census Tract 702.01"
1980,25025070202,300,385,956,664,277,435,"Census Tract 702.02"
1980,25025070301,73,91,903,491,201,186,"Census Tract 703.01"
1980,25025070302,49,60,554,303,124,117,"Census Tract 703.02"
1980,25025070402,264,332,454,377,177,217,"Census Tract 704.02"
1980,25025070501,192,247,663,447,167,195,"Census Tract 705.01"
1980,25025070502,347,445,1197,808,301,352,"Census Tract 705.02"
1980,25025070600,184,208,1149,710,200,206,"Census Tract 706"
1980,25025070700,124,205,649,381,112,112,"Census Tract 707"
1980,25025070801,54,59,274,190,65,105,"Census Tract 708.01"
1980,25025070802,149,163,764,530,183,294,"Census Tract 708.02"
1980,25025070901,120,145,352,213,82,106,"Census Tract 709.01"
1980,25025070902,202,244,594,359,138,180,"Census Tract 709.02"
1980,25025071101,209,252,1208,511,181,416,"Census Tract 711.01"
1980,25025071201,192,272,270,229,90,133,"Census Tract 712.01"
1980,25025080100,279,374,415,345,151,167,"Census Tract 801"
1980,25025080300,475,634,618,397,162,98,"Census Tract 803"
1980,25025080401,579,737,754,544,160,150,"Census Tract 804.01"
1980,25025080500,485,632,880,574,191,229,"Census Tract 805"
1980,25025080601,279,373,304,241,84,61,"Census Tract 806.01"
1980,25025080801,551,1074,1137,424,137,117,"Census Tract 808.01"
1980,25025080900,260,369,1369,512,246,346,"Census Tract 809"
1980,25025081001,453,657,2035,717,374,501,"Census Tract 810.01"
1980,25025081101,81,92,352,113,52,223,"Census Tract 811.01"
1980,25025081102,191,222,731,246,109,445,"Census Tract 811.02"
1980,25025081200,859,1083,1043,651,161,186,"Census Tract 812"
1980,25025081301,296,372,377,294,137,232,"Census Tract 813.01"
1980,25025081302,414,519,526,411,192,324,"Census Tract 813.02"
1980,25025081400,317,338,824,417,189,285,"Census Tract 814"
1980,25025081500,339,494,587,488,261,376,"Census Tract 815"
1980,25025081700,457,833,867,801,294,324,"Census Tract 817"
1980,25025081800,360,508,687,554,276,257,"Census Tract 818"
1980,25025081900,413,621,747,658,355,363,"Census Tract 819"
1980,25025082000,456,625,835,677,398,459,"Census Tract 820"
1980,25025082100,1292,1032,1727,948,362,344,"Census Tract 821"
1980,25025090100,808,1056,1237,994,399,217,"Census Tract 901"
1980,25025090200,457,474,581,382,122,90,"Census Tract 902"
1980,25025090300,618,755,872,570,240,198,"Census Tract 903"
1980,25025090400,456,638,677,527,230,177,"Census Tract 904"
1980,25025090600,370,397,468,390,146,184,"Census Tract 906"
1980,25025090700,433,590,1072,779,548,599,"Census Tract 907"
1980,25025090901,299,569,257,233,72,51,"Census Tract 909.01"
1980,25025091001,304,347,747,501,295,369,"Census Tract 910.01"
1980,25025091100,600,835,1302,926,475,524,"Census Tract 911"
1980,25025091200,457,560,849,597,328,398,"Census Tract 912"
1980,25025091300,541,532,595,369,187,158,"Census Tract 913"
1980,25025091400,467,551,624,464,144,128,"Census Tract 914"
1980,25025091500,702,819,1232,865,385,589,"Census Tract 915"
1980,25025091600,357,421,789,454,268,311,"Census Tract 916"
1980,25025091700,522,630,823,541,182,235,"Census Tract 917"
1980,25025091800,637,866,829,649,191,179,"Census Tract 918"
1980,25025091900,551,850,954,749,191,138,"Census Tract 919"
1980,25025092000,964,1412,1261,1070,288,286,"Census Tract 920"
1980,25025092101,678,843,1415,1060,559,865,"Census Tract 921.01"
1980,25025092200,453,642,989,682,313,367,"Census Tract 922"
1980,25025092300,575,698,723,567,197,127,"Census Tract 923"
1980,25025092400,1068,1314,1610,1122,368,256,"Census Tract 924"
1980,25025100100,847,1112,1044,808,257,196,"Census Tract 1001"
1980,25025100200,545,632,673,495,138,63,"Census Tract 1002"
1980,25025100300,617,809,981,770,207,106,"Census Tract 1003"
1980,25025100400,726,842,1365,1028,394,662,"Census Tract 1004"
1980,25025100500,931,1137,1405,1125,379,594,"Census Tract 1005"
1980,25025100601,693,929,1527,993,541,707,"Census Tract 1006.01"
1980,25025100603,225,392,590,411,234,457,"Census Tract 1006.03"
1980,25025100700,478,685,1093,881,658,1188,"Census Tract 1007"
1980,25025100800,533,781,1309,1056,641,1156,"Census Tract 1008"
1980,25025100900,424,663,1022,783,405,710,"Census Tract 1009"
1980,25025101001,934,1051,1607,1280,375,406,"Census Tract 1010.01"
1980,25025101002,852,1135,1482,1278,395,559,"Census Tract 1010.02"
1980,25025101101,468,747,827,799,229,157,"Census Tract 1011.01"
1980,25025101102,800,945,1128,921,242,157,"Census Tract 1011.02"
1980,25025110104,215,289,557,327,180,255,"Census Tract 1101.04"
1980,25025110105,243,328,630,369,203,272,"Census Tract 1101.05"
1980,25025110106,142,191,367,215,118,159,"Census Tract 1101.06"
1980,25025110201,152,216,375,261,192,442,"Census Tract 1102.01"
1980,25025110301,210,324,542,445,311,386,"Census Tract 1103.01"
1980,25025110401,472,546,941,570,309,403,"Census Tract 1104.01"
1980,25025110403,456,673,1111,813,494,687,"Census Tract 1104.03"
1980,25025110501,396,657,1008,750,457,597,"Census Tract 1105.01"
1980,25025110502,474,538,1099,752,481,627,"Census Tract 1105.02"
1980,25025110601,194,327,548,500,356,615,"Census Tract 1106.01"
1980,25025110607,609,785,1608,1013,557,1588,"Census Tract 1106.07"
1980,25025120103,132,180,490,289,175,303,"Census Tract 1201.03"
1980,25025120104,198,269,734,433,262,453,"Census Tract 1201.04"
1980,25025120105,214,290,791,467,283,489,"Census Tract 1201.05"
1980,25025120201,458,502,1145,584,293,450,"Census Tract 1202.01"
1980,25025120301,967,889,1431,897,334,636,"Census Tract 1203.01"
1980,25025120400,458,635,2251,927,497,1261,"Census Tract 1204"
1980,25025120500,412,441,637,420,117,159,"Census Tract 1205"
1980,25025120600,303,367,1024,389,198,323,"Census Tract 1206"
1980,25025120700,222,220,767,357,211,353,"Census Tract 1207"
1980,25025130101,515,692,1734,1177,824,1567,"Census Tract 1301.01"
1980,25025130200,507,716,1323,993,653,968,"Census Tract 1302"
1980,25025130300,450,805,1285,989,623,923,"Census Tract 1303"
1980,25025130402,444,775,1374,1155,703,955,"Census Tract 1304.02"
1980,25025130404,180,284,532,430,333,697,"Census Tract 1304.04"
1980,25025130406,307,484,907,734,568,1187,"Census Tract 1304.06"
1980,25025140102,545,681,1035,883,544,470,"Census Tract 1401.02"
1980,25025140105,411,563,841,643,410,486,"Census Tract 1401.05"
1980,25025140106,266,364,544,415,265,314,"Census Tract 1401.06"
1980,25025140107,303,414,619,473,302,358,"Census Tract 1401.07"
1980,25025140201,219,339,575,440,316,298,"Census Tract 1402.01"
1980,25025140202,578,893,1514,1159,833,786,"Census Tract 1402.02"
1980,25025140300,615,722,1393,918,563,819,"Census Tract 1403"
1980,25025140400,1032,1255,1911,1470,679,1051,"Census Tract 1404"
1980,25025980101,,,,,,,"Census Tract 9801.01"
1980,25025980300,,,,,,,"Census Tract 9803"
1980,25025980700,,,,,,,"Census Tract 9807"
1980,25025980900,,,,,,,"Census Tract 9809"
1980,25025981000,,,,,,,"Census Tract 9810"
1980,25025981100,,,,,,,"Census Tract 9811"
1980,25025981201,,,,,,,"Census Tract 9812.01"
1980,25025981202,,,,,,,"Census Tract 9812.02"
1980,25025981300,,,,,,,"Census Tract 9813"
1980,25025981501,,,,,,,"Census Tract 9815.01"
1980,25025981502,,,,,,,"Census Tract 9815.02"
1980,25025981600,,,,,,,"Census Tract 9816"
1980,25025981700,,,,,,,"Census Tract 9817"
1980,25025981800,,,,,,,"Census Tract 9818"
1980,25025981900,,,,,,,"Census Tract 9819"
1990,25025000101,159,130,801,352,127,205,"Census Tract 1.01"
1990,25025000102,187,152,940,413,149,240,"Census Tract 1.02"
1990,25025000201,303,249,1774,717,259,420,"Census Tract 2.01"
1990,25025000202,422,350,1530,752,331,473,"Census Tract 2.02"
1990,25025000301,234,175,1405,588,235,449,"Census Tract 3.01"
1990,25025000302,231,173,1391,582,233,445,"Census Tract 3.02"
1990,25025000401,259,214,2793,747,302,1274,"Census Tract 4.01"
1990,25025000402,210,223,1741,707,199,378,"Census Tract 4.02"
1990,25025000502,144,875,3390,477,123,463,"Census Tract 5.02"
1990,25025000503,91,92,1505,367,62,232,"Census Tract 5.03"
1990,25025000505,80,80,1321,322,54,204,"Census Tract 5.05"
1990,25025000506,106,107,1763,430,72,272,"Census Tract 5.06"
1990,25025000601,217,203,1626,620,251,531,"Census Tract 6.01"
1990,25025000603,202,171,743,330,103,202,"Census Tract 6.03"
1990,25025000604,330,278,1213,538,169,331,"Census Tract 6.04"
1990,25025000701,220,227,3077,626,130,271,"Census Tract 7.01"
1990,25025000703,138,163,1644,354,72,99,"Census Tract 7.03"
1990,25025000704,278,328,3324,716,146,200,"Census Tract 7.04"
1990,25025000804,265,226,1980,497,153,152,"Census Tract 8.04"
1990,25025000805,316,335,2433,594,183,183,"Census Tract 8.05"
1990,25025000806,62,621,1028,107,35,49,"Census Tract 8.06"
1990,25025000807,56,568,941,98,32,45,"Census Tract 8.07"
1990,25025010103,6,2005,1530,73,24,31,"Census Tract 101.03"
1990,25025010104,81,1449,3120,456,148,232,"Census Tract 101.04"
1990,25025010204,110,217,2044,392,77,115,"Census Tract 102.04"
1990,25025010205,86,169,1589,304,60,90,"Census Tract 102.05"
1990,25025010206,63,125,1175,225,44,66,"Census Tract 102.06"
1990,25025010300,126,984,1182,192,60,59,"Census Tract 103"
1990,25025010403,101,321,1835,447,111,229,"Census Tract 104.03"
1990,25025010404,133,421,2405,586,146,300,"Census Tract 104.04"
1990,25025010405,93,1996,2463,318,93,270,"Census Tract 104.05"
1990,25025010408,49,97,915,175,34,52,"Census Tract 104.08"
1990,25025010500,62,246,1786,498,117,253,"Census Tract 105"
1990,25025010600,32,34,734,452,255,477,"Census Tract 106"
1990,25025010701,78,222,1425,687,160,124,"Census Tract 107.01"
1990,25025010702,75,213,1369,659,154,119,"Census Tract 107.02"
1990,25025010801,95,246,1661,775,189,204,"Census Tract 108.01"
1990,25025010802,99,257,1731,808,196,213,"Census Tract 108.02"
1990,25025020101,200,185,1764,1517,388,438,"Census Tract 201.01"
1990,25025020200,99,97,2171,666,137,222,"Census Tract 202"
1990,25025020301,79,42,845,593,162,276,"Census Tract 203.01"
1990,25025020302,50,26,521,379,104,178,"Census Tract 203.02"
1990,25025020304,5,2,48,35,10,16,"Census Tract 203.04"
