YEAR,GEOID,male,female,NAME
2000,25025980101,,,Census Tract 9801.01
2000,25025980300,,,Census Tract 9803
2000,25025980700,,,Census Tract 9807
2000,25025980900,,,Census Tract 9809
2000,25025981000,,,Census Tract 9810
2000,25025981100,,,Census Tract 9811
2000,25025981201,,,Census Tract 9812.01
2000,25025981202,,,Census Tract 9812.02
2000,25025981300,,,Census Tract 9813
2000,25025981501,,,Census Tract 9815.01
2000,25025981502,,,Census Tract 9815.02
2000,25025981600,,,Census Tract 9816
2000,25025981700,,,Census Tract 9817
2000,25025981800,,,Census Tract 9818
2000,25025981900,,,Census Tract 9819
2010,25025000101,972,861,Census Tract 1.01
2010,25025000102,1284,1137,Census Tract 1.02
2010,25025000201,1904,1950,Census Tract 2.01
2010,25025000202,1962,1923,Census Tract 2.02
2010,25025000301,1395,1345,Census Tract 3.01
2010,25025000302,1568,1574,Census Tract 3.02
2010,25025000401,2732,2940,Census Tract 4.01
2010,25025000402,1902,1746,Census Tract 4.02
2010,25025000502,2888,3415,Census Tract 5.02
2010,25025000503,1028,1183,Census Tract 5.03
2010,25025000505,936,1250,Census Tract 5.05
2010,25025000506,1199,1600,Census Tract 5.06
2010,25025000601,1842,1729,Census Tract 6.01
2010,25025000603,687,719,Census Tract 6.03
2010,25025000604,1256,1312,Census Tract 6.04
2010,25025000701,2238,2208,Census Tract 7.01
2010,25025000703,1391,1400,Census Tract 7.03
2010,25025000704,2458,2343,Census Tract 7.04
2010,25025000804,2149,1643,Census Tract 8.04
2010,25025000805,2462,1882,Census Tract 8.05
2010,25025000806,1357,1746,Census Tract 8.06
2010,25025000807,1522,1959,Census Tract 8.07
2010,25025010103,1818,2751,Census Tract 101.03
2010,25025010104,2207,2597,Census Tract 101.04
2010,25025010204,1449,1724,Census Tract 102.04
2010,25025010205,1977,1955,Census Tract 102.05
2010,25025010206,823,814,Census Tract 102.06
2010,25025010300,1657,3204,Census Tract 103
2010,25025010403,1577,1426,Census Tract 104.03
2010,25025010404,2739,3078,Census Tract 104.04
2010,25025010405,2703,2819,Census Tract 104.05
2010,25025010408,717,709,Census Tract 104.08
2010,25025010500,1487,1557,Census Tract 105
2010,25025010600,1380,1478,Census Tract 106
2010,25025010701,1302,1176,Census Tract 107.01
2010,25025010702,1140,1260,Census Tract 107.02
2010,25025010801,1286,1497,Census Tract 108.01
2010,25025010802,1515,1544,Census Tract 108.02
2010,25025020101,1902,2291,Census Tract 201.01
2010,25025020200,1639,2010,Census Tract 202
2010,25025020301,946,1077,Census Tract 203.01
2010,25025020302,553,628,Census Tract 203.02
2010,25025020304,261,168,Census Tract 203.04
2010,25025020305,1808,1163,Census Tract 203.05
2010,25025030100,883,1071,Census Tract 301
2010,25025030200,766,899,Census Tract 302
2010,25025030301,679,560,Census Tract 303.01
2010,25025030302,1152,951,Census Tract 303.02
2010,25025030400,1941,2040,Census Tract 304
2010,25025030500,1199,1339,Census Tract 305
2010,25025040100,991,1177,Census Tract 401
2010,25025040200,731,875,Census Tract 402
2010,25025040300,1822,2060,Census Tract 403
2010,25025040401,1102,1337,Census Tract 404.01
2010,25025040600,1177,1267,Census Tract 406
2010,25025040801,1766,2134,Census Tract 408.01
2010,25025050101,2694,2421,Census Tract 501.01
2010,25025050200,2736,2495,Census Tract 502
2010,25025050300,1107,1144,Census Tract 503
2010,25025050400,1317,1055,Census Tract 504
2010,25025050500,1205,966,Census Tract 505
2010,25025050600,1201,862,Census Tract 506
2010,25025050700,2526,1978,Census Tract 507
2010,25025050901,2239,1926,Census Tract 509.01
2010,25025051000,1981,2108,Census Tract 510
2010,25025051101,3006,3087,Census Tract 511.01
2010,25025051200,1302,1152,Census Tract 512
2010,25025060101,1542,1674,Census Tract 601.01
2010,25025060200,866,1050,Census Tract 602
2010,25025060301,1419,1657,Census Tract 603.01
2010,25025060400,2193,2711,Census Tract 604
2010,25025060501,1765,1806,Census Tract 605.01
2010,25025060601,618,594,Census Tract 606.01
2010,25025060602,34,32,Census Tract 606.02
2010,25025060603,358,344,Census Tract 606.03
2010,25025060604,192,185,Census Tract 606.04
2010,25025060700,770,1123,Census Tract 607
2010,25025060800,1963,2001,Census Tract 608
2010,25025061000,1402,1696,Census Tract 610
2010,25025061101,983,1249,Census Tract 611.01
2010,25025061201,809,729,Census Tract 612.01
2010,25025061202,,,Census Tract 612.02
2010,25025061203,613,552,Census Tract 612.03
2010,25025061204,282,255,Census Tract 612.04
2010,25025070102,1504,1333,Census Tract 701.02
2010,25025070104,845,749,Census Tract 701.04
2010,25025070201,1184,1441,Census Tract 702.01
2010,25025070202,1949,2115,Census Tract 702.02
2010,25025070301,1121,990,Census Tract 703.01
2010,25025070302,954,844,Census Tract 703.02
2010,25025070402,765,958,Census Tract 704.02
2010,25025070501,1057,1026,Census Tract 705.01
2010,25025070502,1714,1663,Census Tract 705.02
2010,25025070600,1218,1022,Census Tract 706
2010,25025070700,1132,1229,Census Tract 707
2010,25025070801,579,505,Census Tract 708.01
2010,25025070802,1402,1220,Census Tract 708.02
2010,25025070901,595,577,Census Tract 709.01
2010,25025070902,1095,1062,Census Tract 709.02
2010,25025071101,2032,1721,Census Tract 711.01
2010,25025071201,1668,1463,Census Tract 712.01
2010,25025080100,2226,1124,Census Tract 801
2010,25025080300,756,1013,Census Tract 803
2010,25025080401,1186,1524,Census Tract 804.01
2010,25025080500,1362,1734,Census Tract 805
2010,25025080601,2048,2223,Census Tract 806.01
2010,25025080801,1916,1969,Census Tract 808.01
2010,25025080900,2123,1885,Census Tract 809
2010,25025081001,2304,2586,Census Tract 810.01
2010,25025081101,491,492,Census Tract 811.01
2010,25025081102,1552,1556,Census Tract 811.02
2010,25025081200,1449,1816,Census Tract 812
2010,25025081301,908,1107,Census Tract 813.01
2010,25025081302,1238,1507,Census Tract 813.02
2010,25025081400,1531,1472,Census Tract 814
2010,25025081500,955,1179,Census Tract 815
2010,25025081700,1700,2120,Census Tract 817
2010,25025081800,1327,1571,Census Tract 818
2010,25025081900,1327,1788,Census Tract 819
2010,25025082000,1261,1554,Census Tract 820
2010,25025082100,2122,2903,Census Tract 821
2010,25025090100,2040,2531,Census Tract 901
2010,25025090200,1012,1221,Census Tract 902
2010,25025090300,1386,1793,Census Tract 903
2010,25025090400,1726,1933,Census Tract 904
2010,25025090600,1093,1255,Census Tract 906
2010,25025090700,2209,2066,Census Tract 907
2010,25025090901,1799,1931,Census Tract 909.01
2010,25025091001,1366,1376,Census Tract 910.01
2010,25025091100,2502,2359,Census Tract 911
2010,25025091200,1642,1592,Census Tract 912
2010,25025091300,1206,1293,Census Tract 913
2010,25025091400,1304,1437,Census Tract 914
2010,25025091500,2094,2276,Census Tract 915
2010,25025091600,1508,1630,Census Tract 916
2010,25025091700,1450,1619,Census Tract 917
2010,25025091800,1589,1863,Census Tract 918
2010,25025091900,1743,2117,Census Tract 919
2010,25025092000,2421,2524,Census Tract 920
2010,25025092101,3116,3335,Census Tract 921.01
2010,25025092200,1625,1724,Census Tract 922
2010,25025092300,1294,1599,Census Tract 923
2010,25025092400,2342,2935,Census Tract 924
2010,25025100100,2330,3180,Census Tract 1001
2010,25025100200,1217,1570,Census Tract 1002
2010,25025100300,1476,1827,Census Tract 1003
2010,25025100400,2171,2694,Census Tract 1004
2010,25025100500,2820,3169,Census Tract 1005
2010,25025100601,2534,2620,Census Tract 1006.01
2010,25025100603,938,966,Census Tract 1006.03
2010,25025100700,2092,2230,Census Tract 1007
2010,25025100800,2648,2898,Census Tract 1008
2010,25025100900,1887,2185,Census Tract 1009
2010,25025101001,2471,3021,Census Tract 1010.01
2010,25025101002,2175,2804,Census Tract 1010.02
2010,25025101101,1584,1756,Census Tract 1011.01
2010,25025101102,1992,2404,Census Tract 1011.02
2010,25025110104,1025,1215,Census Tract 1101.04
2010,25025110105,874,1034,Census Tract 1101.05
2010,25025110106,599,709,Census Tract 1101.06
2010,25025110201,943,1108,Census Tract 1102.01
2010,25025110301,1105,1300,Census Tract 1103.01
2010,25025110401,1663,1903,Census Tract 1104.01
2010,25025110403,1953,2356,Census Tract 1104.03
2010,25025110501,1547,1706,Census Tract 1105.01
2010,25025110502,1811,1995,Census Tract 1105.02
2010,25025110601,1301,1668,Census Tract 1106.01
2010,25025110607,2220,2717,Census Tract 1106.07
2010,25025120103,696,812,Census Tract 1201.03
2010,25025120104,958,1281,Census Tract 1201.04
2010,25025120105,1075,1391,Census Tract 1201.05
2010,25025120201,1577,1862,Census Tract 1202.01
2010,25025120301,2312,2483,Census Tract 1203.01
2010,25025120400,2631,3120,Census Tract 1204
2010,25025120500,1099,1232,Census Tract 1205
2010,25025120600,1046,1289,Census Tract 1206
2010,25025120700,979,1035,Census Tract 1207
2010,25025130101,2746,3160,Census Tract 1301.01
2010,25025130200,2123,2383,Census Tract 1302
2010,25025130300,2079,2340,Census Tract 1303
2010,25025130402,2193,2444,Census Tract 1304.02
2010,25025130404,1264,1637,Census Tract 1304.04
2010,25025130406,2244,2863,Census Tract 1304.06
2010,25025140102,2138,2263,Census Tract 1401.02
2010,25025140105,1714,1961,Census Tract 1401.05
2010,25025140106,832,1069,Census Tract 1401.06
2010,25025140107,1202,1329,Census Tract 1401.07
2010,25025140201,999,1073,Census Tract 1402.01
2010,25025140202,2629,2971,Census Tract 1402.02
2010,25025140300,3015,3367,Census Tract 1403
2010,25025140400,3532,4118,Census Tract 1404
2010,25025980101,,,Census Tract 9801.01
2010,25025980300,,,Census Tract 9803
2010,25025980700,,,Census Tract 9807
2010,25025980900,,,Census Tract 9809
2010,25025981000,,,Census Tract 9810
2010,25025981100,,,Census Tract 9811
2010,25025981201,,,Census Tract 9812.01
2010,25025981202,,,Census Tract 9812.02
2010,25025981300,,,Census Tract 9813
2010,25025981501,,,Census Tract 9815.01
2010,25025981502,,,Census Tract 9815.02
2010,25025981600,,,Census Tract 9816
2010,25025981700,,,Census Tract 9817
2010,25025981800,,,Census Tract 9818
2010,25025981900,,,Census Tract 9819
2020,25025000101,967,909,Census Tract 1.01
2020,25025000102,1828,1886,Census Tract 1.02
2020,25025000201,2101,2299,Census Tract 2.01
2020,25025000202,2065,2083,Census Tract 2.02
2020,25025000301,1534,1602,Census Tract 3.01
2020,25025000302,1546,1526,Census Tract 3.02
2020,25025000401,2630,3223,Census Tract 4.01
2020,25025000402,1926,1755,Census Tract 4.02
2020,25025000502,3061,3414,Census Tract 5.02
2020,25025000503,1092,1326,Census Tract 5.03
2020,25025000505,904,1292,Census Tract 5.05
2020,25025000506,1366,1529,Census Tract 5.06
2020,25025000601,1929,1829,Census Tract 6.01
2020,25025000603,853,904,Census Tract 6.03
2020,25025000604,1286,1305,Census Tract 6.04
2020,25025000701,2151,2366,Census Tract 7.01
2020,25025000703,1161,1281,Census Tract 7.03
2020,25025000704,2502,2810,Census Tract 7.04
2020,25025000804,2047,1766,Census Tract 8.04
2020,25025000805,2416,2243,Census Tract 8.05
2020,25025000806,1561,1589,Census Tract 8.06
2020,25025000807,1542,2148,Census Tract 8.07
2020,25025010103,2053,2904,Census Tract 101.03
2020,25025010104,2295,2875,Census Tract 101.04
2020,25025010204,1668,2088,Census Tract 102.04
2020,25025010205,2528,2583,Census Tract 102.05
2020,25025010206,1074,1080,Census Tract 102.06
2020,25025010300,1969,3510,Census Tract 103
2020,25025010403,1582,1597,Census Tract 104.03
2020,25025010404,2726,3053,Census Tract 104.04
2020,25025010405,3161,3593,Census Tract 104.05
2020,25025010408,693,790,Census Tract 104.08
2020,25025010500,1859,2036,Census Tract 105
2020,25025010600,1660,1869,Census Tract 106
2020,25025010701,1274,1286,Census Tract 107.01
2020,25025010702,1082,1217,Census Tract 107.02
2020,25025010801,1402,1555,Census Tract 108.01
2020,25025010802,1499,1541,Census Tract 108.02
2020,25025020101,1911,2324,Census Tract 201.01
2020,25025020200,1621,2183,Census Tract 202
2020,25025020301,1072,1094,Census Tract 203.01
2020,25025020302,639,654,Census Tract 203.02
2020,25025020304,921,985,Census Tract 203.04
2020,25025020305,2124,1939,Census Tract 203.05
2020,25025030100,956,1159,Census Tract 301
2020,25025030200,788,1027,Census Tract 302
2020,25025030301,668,717,Census Tract 303.01
2020,25025030302,1028,808,Census Tract 303.02
2020,25025030400,1909,2251,Census Tract 304
2020,25025030500,1276,1439,Census Tract 305
2020,25025040100,1117,1243,Census Tract 401
2020,25025040200,708,886,Census Tract 402
2020,25025040300,2085,2440,Census Tract 403
2020,25025040401,1384,1538,Census Tract 404.01
2020,25025040600,1788,1895,Census Tract 406
2020,25025040801,1810,2226,Census Tract 408.01
2020,25025050101,2437,2480,Census Tract 501.01
2020,25025050200,2634,2563,Census Tract 502
2020,25025050300,1596,1662,Census Tract 503
2020,25025050400,1218,1154,Census Tract 504
2020,25025050500,1119,1055,Census Tract 505
2020,25025050600,1075,999,Census Tract 506
2020,25025050700,2350,2170,Census Tract 507
2020,25025050901,2236,2006,Census Tract 509.01
2020,25025051000,2056,2261,Census Tract 510
2020,25025051101,3228,3232,Census Tract 511.01
2020,25025051200,1741,1713,Census Tract 512
2020,25025060101,1711,1962,Census Tract 601.01
2020,25025060200,1116,1212,Census Tract 602
2020,25025060301,1660,1949,Census Tract 603.01
2020,25025060400,2377,2818,Census Tract 604
2020,25025060501,2301,2432,Census Tract 605.01
2020,25025060601,1032,974,Census Tract 606.01
2020,25025060602,188,143,Census Tract 606.02
2020,25025060603,765,737,Census Tract 606.03
2020,25025060604,1407,1412,Census Tract 606.04
2020,25025060700,671,1018,Census Tract 607
2020,25025060800,2365,2494,Census Tract 608
2020,25025061000,1154,1262,Census Tract 610
2020,25025061101,1184,1526,Census Tract 611.01
2020,25025061201,1086,927,Census Tract 612.01
2020,25025061202,,,Census Tract 612.02
2020,25025061203,1327,1359,Census Tract 612.03
2020,25025061204,488,449,Census Tract 612.04
2020,25025070102,1894,1849,Census Tract 701.02
2020,25025070103,348,403,Census Tract 701.03
2020,25025070104,1500,1362,Census Tract 701.04
2020,25025070201,1697,2275,Census Tract 702.01
2020,25025070202,2683,2781,Census Tract 702.02
2020,25025070301,1160,1088,Census Tract 703.01
2020,25025070302,1045,1045,Census Tract 703.02
2020,25025070402,1699,1862,Census Tract 704.02
2020,25025070501,1145,1078,Census Tract 705.01
2020,25025070502,1635,1758,Census Tract 705.02
2020,25025070600,1225,1062,Census Tract 706
2020,25025070700,1215,1312,Census Tract 707
2020,25025070801,519,537,Census Tract 708.01
2020,25025070802,1354,1331,Census Tract 708.02
2020,25025070901,538,627,Census Tract 709.01
2020,25025070902,1142,1158,Census Tract 709.02
2020,25025071101,2039,2056,Census Tract 711.01
2020,25025071201,1757,1757,Census Tract 712.01
2020,25025080100,1664,1225,Census Tract 801
2020,25025080300,1029,1207,Census Tract 803
2020,25025080401,1468,2130,Census Tract 804.01
2020,25025080500,1455,1833,Census Tract 805
2020,25025080601,2369,2756,Census Tract 806.01
2020,25025080801,2114,2503,Census Tract 808.01
2020,25025080900,2280,2096,Census Tract 809
2020,25025081001,2667,3028,Census Tract 810.01
2020,25025081101,655,829,Census Tract 811.01
2020,25025081102,1585,1580,Census Tract 811.02
2020,25025081200,1562,1944,Census Tract 812
2020,25025081301,1113,1281,Census Tract 813.01
2020,25025081302,1364,1716,Census Tract 813.02
2020,25025081400,1850,1923,Census Tract 814
2020,25025081500,1124,1325,Census Tract 815
2020,25025081700,1798,2343,Census Tract 817
2020,25025081800,1666,1901,Census Tract 818
2020,25025081900,1627,2044,Census Tract 819
2020,25025082000,1477,1718,Census Tract 820
2020,25025082100,2243,2981,Census Tract 821
2020,25025090100,2302,2869,Census Tract 901
2020,25025090200,1085,1327,Census Tract 902
2020,25025090300,1644,2151,Census Tract 903
2020,25025090400,1918,2183,Census Tract 904
2020,25025090600,1113,1337,Census Tract 906
2020,25025090700,2471,2202,Census Tract 907
2020,25025090901,1719,1881,Census Tract 909.01
2020,25025091001,2149,2183,Census Tract 910.01
2020,25025091100,2483,2433,Census Tract 911
2020,25025091200,1549,1591,Census Tract 912
2020,25025091300,1294,1332,Census Tract 913
2020,25025091400,1371,1515,Census Tract 914
2020,25025091500,2175,2413,Census Tract 915
2020,25025091600,1618,1582,Census Tract 916
2020,25025091700,1549,1654,Census Tract 917
2020,25025091800,1748,1970,Census Tract 918
2020,25025091900,1952,2326,Census Tract 919
2020,25025092000,2448,2732,Census Tract 920
2020,25025092101,3362,3559,Census Tract 921.01
2020,25025092200,1767,1835,Census Tract 922
2020,25025092300,1476,1825,Census Tract 923
2020,25025092400,2652,3415,Census Tract 924
2020,25025100100,2489,3233,Census Tract 1001
2020,25025100200,1274,1645,Census Tract 1002
2020,25025100300,1706,2031,Census Tract 1003
2020,25025100400,2327,2741,Census Tract 1004
2020,25025100500,3020,3556,Census Tract 1005
2020,25025100601,2586,2756,Census Tract 1006.01
2020,25025100603,1051,1121,Census Tract 1006.03
2020,25025100700,2120,2212,Census Tract 1007
2020,25025100800,2817,2974,Census Tract 1008
2020,25025100900,1939,2209,Census Tract 1009
2020,25025101001,2493,3102,Census Tract 1010.01
2020,25025101002,2438,3274,Census Tract 1010.02
2020,25025101101,1579,1943,Census Tract 1011.01
2020,25025101102,2129,2637,Census Tract 1011.02
2020,25025110104,983,1194,Census Tract 1101.04
2020,25025110105,999,1121,Census Tract 1101.05
2020,25025110106,606,750,Census Tract 1101.06
2020,25025110201,923,1168,Census Tract 1102.01
2020,25025110301,1168,1332,Census Tract 1103.01
2020,25025110401,1709,1916,Census Tract 1104.01
2020,25025110403,2037,2400,Census Tract 1104.03
2020,25025110501,1561,1741,Census Tract 1105.01
2020,25025110502,1908,2092,Census Tract 1105.02
2020,25025110601,1214,1425,Census Tract 1106.01
2020,25025110607,2401,2875,Census Tract 1106.07
2020,25025120103,766,876,Census Tract 1201.03
2020,25025120104,1050,1323,Census Tract 1201.04
2020,25025120105,1127,1441,Census Tract 1201.05
2020,25025120201,2000,2360,Census Tract 1202.01
2020,25025120301,2437,2683,Census Tract 1203.01
2020,25025120400,2765,3241,Census Tract 1204
2020,25025120500,1125,1298,Census Tract 1205
2020,25025120600,1162,1404,Census Tract 1206
2020,25025120700,1016,1123,Census Tract 1207
2020,25025130101,2784,3264,Census Tract 1301.01
2020,25025130200,2218,2490,Census Tract 1302
2020,25025130300,2116,2380,Census Tract 1303
2020,25025130402,2371,2462,Census Tract 1304.02
2020,25025130404,1428,1645,Census Tract 1304.04
2020,25025130406,2389,3250,Census Tract 1304.06
2020,25025140102,2347,2611,Census Tract 1401.02
2020,25025140105,1668,1924,Census Tract 1401.05
2020,25025140106,931,1247,Census Tract 1401.06
2020,25025140107,1286,1492,Census Tract 1401.07
2020,25025140201,1131,1180,Census Tract 1402.01
2020,25025140202,2730,3047,Census Tract 1402.02
2020,25025140300,3198,3645,Census Tract 1403
2020,25025140400,3603,4256,Census Tract 1404
2020,25025980101,,,Census Tract 9801.01
2020,25025980300,,,Census Tract 9803
2020,25025980700,,,Census Tract 9807
2020,25025980900,,,Census Tract 9809
2020,25025981000,,,Census Tract 9810
2020,25025981100,,,Census Tract 9811
2020,25025981201,,,Census Tract 9812.01
2020,25025981202,,,Census Tract 9812.02
2020,25025981300,,,Census Tract 9813
2020,25025981501,,,Census Tract 9815.01
2020,25025981502,,,Census Tract 9815.02
2020,25025981600,,,Census Tract 9816
2020,25025981700,,,Census Tract 9817
2020,25025981800,,,Census Tract 9818
2020,25025981900,,,Census Tract 9819
