"YEAR","GEOID","NAME","total_workers_16_and_over","car_truck_van_alone","car_truck_van_carpool","public_transportation","taxicab","motorcycle","bicycle","walked","other_means","worked_from_home"
2020,"25025070700","Census Tract 707",1569,298,27,452,11,0,57,491,89,144
2020,"25025070801","Census Tract 708.01",537,128,0,175,0,0,17,188,0,29
2020,"25025070802","Census Tract 708.02",1721,232,36,624,0,0,54,527,118,130
2020,"25025070901","Census Tract 709.01",802,155,62,416,17,0,0,127,0,25
2020,"25025070902","Census Tract 709.02",1252,382,72,294,6,8,63,350,8,69
2020,"25025071101","Census Tract 711.01",2200,519,73,626,0,0,186,526,0,270
2020,"25025071201","Census Tract 712.01",1569,439,150,428,31,0,38,413,0,70
2020,"25025080100","Census Tract 801",730,274,31,244,0,0,26,136,15,4
2020,"25025080300","Census Tract 803",1020,307,193,368,19,0,73,26,18,16
2020,"25025080401","Census Tract 804.01",1175,497,59,409,0,0,26,147,31,6
2020,"25025080500","Census Tract 805",1325,474,86,567,0,0,20,132,4,42
2020,"25025080601","Census Tract 806.01",1436,297,83,470,0,0,16,506,0,64
2020,"25025080801","Census Tract 808.01",1886,401,49,575,0,0,0,813,23,25
2020,"25025080900","Census Tract 809",2057,347,103,841,0,0,62,606,0,98
2020,"25025081001","Census Tract 810.01",2300,422,96,783,7,0,39,656,0,297
2020,"25025081101","Census Tract 811.01",789,108,7,298,0,0,0,223,0,153
2020,"25025081102","Census Tract 811.02",1576,397,96,439,0,0,17,589,0,38
2020,"25025081200","Census Tract 812",1416,441,83,511,8,0,103,220,0,50
2020,"25025081301","Census Tract 813.01",995,555,23,376,0,0,0,0,0,41
2020,"25025081302","Census Tract 813.02",756,450,0,117,0,0,27,118,0,44
2020,"25025081400","Census Tract 814",1761,598,32,727,19,0,105,196,26,58
2020,"25025081500","Census Tract 815",1261,592,66,417,17,0,44,45,32,48
2020,"25025081700","Census Tract 817",1635,852,77,461,0,0,0,121,10,114
2020,"25025081800","Census Tract 818",1214,562,36,401,5,0,0,176,25,9
2020,"25025081900","Census Tract 819",2014,715,327,850,0,0,43,66,0,13
2020,"25025082000","Census Tract 820",1704,678,202,800,0,0,0,0,0,24
2020,"25025082100","Census Tract 821",2233,710,201,924,0,0,97,163,43,95
2020,"25025090100","Census Tract 901",2189,982,119,801,38,0,6,147,29,67
2020,"25025090200","Census Tract 902",806,235,22,418,0,0,9,71,21,30
2020,"25025090300","Census Tract 903",1460,597,212,517,0,0,21,113,0,0
2020,"25025090400","Census Tract 904",2041,845,207,710,27,0,79,148,0,25
2020,"25025090600","Census Tract 906",1301,457,113,557,8,0,8,131,23,4
2020,"25025090700","Census Tract 907",2523,906,133,1185,0,0,35,92,21,151
2020,"25025090901","Census Tract 909.01",1239,349,112,489,19,0,7,164,16,83
2020,"25025091001","Census Tract 910.01",1708,568,47,798,0,0,17,79,7,192
2020,"25025091100","Census Tract 911",3171,1086,367,1145,0,0,27,429,38,79
2020,"25025091200","Census Tract 912",1853,748,148,616,0,0,50,71,0,220
2020,"25025091300","Census Tract 913",1277,525,158,470,0,0,14,90,12,8
2020,"25025091400","Census Tract 914",1574,564,181,590,0,0,18,127,29,65
2020,"25025091500","Census Tract 915",1983,877,280,719,9,0,13,58,0,27
2020,"25025091600","Census Tract 916",1607,822,136,526,25,0,35,58,5,0
2020,"25025091700","Census Tract 917",1645,617,129,774,11,0,0,32,67,15
2020,"25025091800","Census Tract 918",1596,660,127,700,35,0,0,7,41,26
2020,"25025091900","Census Tract 919",2125,1055,210,646,61,0,0,16,11,126
2020,"25025092000","Census Tract 920",2996,1400,421,991,0,0,12,121,7,44
2020,"25025092101","Census Tract 921.01",3637,1538,420,1038,0,0,110,254,123,154
2020,"25025092200","Census Tract 922",1973,698,182,688,0,0,10,16,0,379
2020,"25025092300","Census Tract 923",1919,869,219,406,7,0,28,61,68,261
2020,"25025092400","Census Tract 924",2659,1135,160,1021,0,0,35,49,214,45
2020,"25025100100","Census Tract 1001",3247,1271,213,1506,0,0,0,52,12,193
2020,"25025100200","Census Tract 1002",1722,797,132,503,0,0,18,10,113,149
2020,"25025100300","Census Tract 1003",1992,1090,174,544,0,0,0,66,81,37
2020,"25025100400","Census Tract 1004",2733,1300,257,836,13,0,60,52,25,190
2020,"25025100500","Census Tract 1005",3258,1304,381,1169,0,0,0,173,54,177
2020,"25025100601","Census Tract 1006.01",3724,1510,200,1320,45,0,126,18,194,311
2020,"25025100603","Census Tract 1006.03",1459,964,84,190,0,0,35,168,0,18
2020,"25025100700","Census Tract 1007",2368,1860,37,314,14,0,0,18,9,116
2020,"25025100800","Census Tract 1008",3868,2101,287,1027,70,0,22,0,0,361
2020,"25025100900","Census Tract 1009",2430,999,279,719,0,0,11,106,52,264
2020,"25025101001","Census Tract 1010.01",3109,1553,298,963,23,0,0,69,77,126
2020,"25025101002","Census Tract 1010.02",2914,1411,318,865,0,0,0,154,0,166
2020,"25025101101","Census Tract 1011.01",1636,1010,119,413,12,0,23,28,0,31
2020,"25025101102","Census Tract 1011.02",2414,1180,311,760,0,0,0,52,15,96
2020,"25025110104","Census Tract 1101.04",936,495,160,146,0,0,0,71,64,0
2020,"25025110105","Census Tract 1101.05",2153,877,78,757,0,0,100,0,0,341
2020,"25025110106","Census Tract 1101.06",953,217,102,478,0,0,38,24,0,94
2020,"25025110201","Census Tract 1102.01",1162,716,41,345,6,0,0,16,0,38
2020,"25025110301","Census Tract 1103.01",1580,858,87,524,0,0,2,5,28,76
2020,"25025110401","Census Tract 1104.01",2178,1357,67,624,0,0,36,10,9,75
2020,"25025110403","Census Tract 1104.03",2802,1410,280,792,0,0,50,0,0,270
2020,"25025110501","Census Tract 1105.01",2183,1256,66,569,29,12,22,65,26,138
2020,"25025110502","Census Tract 1105.02",2866,1566,136,638,26,0,101,90,0,309
2020,"25025110601","Census Tract 1106.01",1461,988,70,192,0,0,54,0,10,147
2020,"25025110607","Census Tract 1106.07",3180,1591,157,860,0,0,94,201,0,277
2020,"25025120103","Census Tract 1201.03",1176,487,38,221,0,0,87,192,0,151
2020,"25025120104","Census Tract 1201.04",1474,497,68,644,0,0,128,25,50,62
2020,"25025120105","Census Tract 1201.05",1150,656,51,132,6,0,37,80,11,177
2020,"25025120201","Census Tract 1202.01",2681,1200,73,938,34,0,191,20,39,186
2020,"25025120301","Census Tract 1203.01",3228,1159,101,1301,0,0,263,143,0,261
2020,"25025120400","Census Tract 1204",4006,1114,345,1608,0,0,208,230,0,501
2020,"25025120500","Census Tract 1205",1660,545,59,725,0,0,156,72,4,99
2020,"25025120600","Census Tract 1206",2061,503,21,822,14,0,133,80,10,478
2020,"25025120700","Census Tract 1207",1399,525,9,625,0,0,58,85,0,97
2020,"25025130101","Census Tract 1301.01",4000,2600,131,414,22,0,0,75,32,726
2020,"25025130200","Census Tract 1302",2726,1808,174,439,0,0,0,82,40,183
2020,"25025130300","Census Tract 1303",2510,1633,196,306,0,0,9,17,37,312
2020,"25025130402","Census Tract 1304.02",3171,2149,273,426,0,0,11,39,0,273
2020,"25025130404","Census Tract 1304.04",1769,1340,52,183,0,0,52,18,24,100
2020,"25025130406","Census Tract 1304.06",2846,1487,186,916,21,0,0,15,21,200
2020,"25025140102","Census Tract 1401.02",2645,1748,238,458,0,9,13,41,63,75
2020,"25025140105","Census Tract 1401.05",2220,1332,89,586,17,0,7,23,50,116
2020,"25025140106","Census Tract 1401.06",1132,542,122,346,0,0,20,31,30,41
2020,"25025140107","Census Tract 1401.07",1539,1086,167,209,0,0,0,30,5,42
2020,"25025140201","Census Tract 1402.01",1577,970,195,235,0,0,0,14,0,163
2020,"25025140202","Census Tract 1402.02",3450,1974,312,820,0,14,0,80,30,220
2020,"25025140300","Census Tract 1403",3294,1803,403,915,0,0,18,77,16,62
2020,"25025140400","Census Tract 1404",4663,2675,331,1308,0,0,60,125,76,88
2020,"25025980300","Census Tract 9803",24,9,0,15,0,0,0,0,0,0
2020,"25025980700","Census Tract 9807",,,,,,,,,,
2020,"25025980900","Census Tract 9809",,,,,,,,,,
2020,"25025981000","Census Tract 9810",,,,,,,,,,
2020,"25025981100","Census Tract 9811",5,5,0,0,0,0,0,0,0,0
2020,"25025981201","Census Tract 9812.01",,,,,,,,,,
2020,"25025981202","Census Tract 9812.02",199,73,0,0,0,0,0,56,0,70
2020,"25025981300","Census Tract 9813",5,0,0,5,0,0,0,0,0,0
2020,"25025981501","Census Tract 9815.01",,,,,,,,,,
2020,"25025981502","Census Tract 9815.02",,,,,,,,,,
2020,"25025981600","Census Tract 9816",,,,,,,,,,
2020,"25025981700","Census Tract 9817",,,,,,,,,,
2020,"25025981800","Census Tract 9818",15,15,0,0,0,0,0,0,0,0
2020,"25025981900","Census Tract 9819",,,,,,,,,,
